Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
23.10.2024;02:00;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:59;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:58;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:57;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2
23.10.2024;01:56;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;1;1;3;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1
23.10.2024;01:55;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
23.10.2024;01:54;A 10;1;0;0;2;2;0;0;0;0;0;100;0;100;0;0;0;0;1;1;0;68;0;0;0;0;0;0;0;0;0;0;1;1
23.10.2024;01:53;A 10;1;0;0;1;3;1;1;0;0;0;100;0;100;1;2;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:52;A 10;1;1;2;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:51;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;1;2;1;20;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:50;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;69;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:49;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;01:48;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
