Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
12.01.2024;01:00;A 10;1;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:59;A 10;1;0;0;0;0;0;0;0;0;1;22;0;0;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;;;;
12.01.2024;00:58;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:57;A 10;1;0;0;1;2;0;0;0;0;1;61;0;0;0;0;0;0;1;1;1;12;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:56;A 10;1;0;0;0;0;0;0;0;0;1;2;1;59;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:55;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:54;A 10;1;0;0;0;0;0;0;0;0;0;0;0;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:53;A 10;1;1;2;1;1;1;1;0;0;1;4;1;35;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:52;A 10;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:51;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:50;A 10;1;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;33;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:49;A 10;1;0;0;0;0;0;0;0;0;1;17;0;0;2;2;1;1;1;1;0;0;1;2;0;0;0;0;0;0;;;;
12.01.2024;00:48;A 10;1;0;0;0;0;0;0;0;0;1;3;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:47;A 10;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:46;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;67;1;30;0;0;0;0;0;0;;;;
12.01.2024;00:45;A 10;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:44;A 10;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:43;A 10;1;0;0;1;2;0;0;0;0;1;51;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:42;A 10;1;0;0;2;2;1;1;0;0;0;59;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:41;A 10;1;0;0;0;0;0;0;1;39;1;18;1;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:40;A 10;1;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:39;A 10;1;0;0;1;3;0;0;0;0;1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:38;A 10;1;1;2;0;0;0;0;0;0;1;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:37;A 10;1;0;0;0;0;0;0;0;0;2;85;2;2;2;3;0;0;0;0;0;68;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:36;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;;;;
12.01.2024;00:35;A 10;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;19;0;0;0;31;0;0;0;0;;;;
12.01.2024;00:34;A 10;1;1;2;0;0;0;0;0;0;0;43;1;1;0;0;0;0;0;0;0;18;1;13;1;8;0;0;0;0;;;;
