Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B
08.03.2025;01:00;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;4;20;2;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:59;A 35;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:58;A 35;1;0;0;0;0;1;1;1;4;0;0;0;0;3;3;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:57;A 35;1;0;0;0;0;2;2;2;8;0;0;0;0;0;18;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:56;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;2;24;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:55;A 35;1;0;0;0;0;2;9;1;38;0;0;0;0;2;3;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:54;A 35;1;0;0;0;0;1;4;1;7;1;13;1;9;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:53;A 35;1;0;0;0;0;0;0;0;0;1;1;1;7;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:52;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:51;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:50;A 35;1;0;0;0;0;1;1;1;6;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:49;A 35;1;0;0;0;0;1;3;1;8;1;1;1;4;2;2;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:48;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:47;A 35;1;0;0;0;0;3;3;5;10;1;14;1;7;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:46;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:45;A 35;1;2;0;1;6;1;0;1;3;0;0;0;0;2;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:44;A 35;1;0;0;0;0;1;1;1;5;0;0;0;0;1;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:43;A 35;1;0;0;0;0;1;0;2;6;0;0;0;0;2;2;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:42;A 35;1;0;0;0;0;3;4;3;18;2;2;2;4;4;5;3;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:41;A 35;1;1;7;1;6;3;3;4;14;0;0;0;0;2;2;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:40;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:39;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:38;A 35;1;0;0;0;0;1;0;2;2;0;0;0;0;2;3;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:37;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:36;A 35;1;0;0;0;0;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:35;A 35;1;0;0;0;0;1;1;2;5;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:34;A 35;1;0;0;0;0;0;0;0;0;0;3;0;0;2;3;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:33;A 35;1;0;0;0;0;0;0;0;0;1;7;2;9;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:32;A 35;1;0;0;0;0;0;0;0;0;1;15;1;8;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:31;A 35;1;0;0;0;0;1;1;2;5;0;0;0;0;2;2;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:30;A 35;1;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:29;A 35;1;0;0;0;0;2;2;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:28;A 35;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:27;A 35;1;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:26;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:25;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:24;A 35;1;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:23;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;4;5;7;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:22;A 35;1;0;0;0;0;3;3;3;14;0;0;0;0;4;6;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:21;A 35;1;0;0;0;0;1;0;1;3;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:20;A 35;1;1;1;1;9;0;0;0;0;0;2;0;0;3;5;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2025;00:19;A 35;1;0;0;0;0;2;1;2;7;1;12;2;15;2;2;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
