Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
22.06.2024;02:00;A 70;1;0;0;0;0;1;1;1;1;2;1;0;0;1;51;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:59;A 70;1;0;57;0;0;0;0;1;2;1;0;0;0;1;1;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:58;A 70;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:57;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:56;A 70;1;1;67;1;3;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:55;A 70;1;0;0;0;0;1;48;0;0;2;3;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:54;A 70;1;0;0;0;0;1;24;1;1;2;1;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
22.06.2024;01:53;A 70;1;0;0;1;70;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:52;A 70;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
22.06.2024;01:51;A 70;1;0;0;0;0;1;1;1;1;1;1;0;0;0;19;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:50;A 70;1;0;0;0;0;1;1;1;1;1;1;0;0;1;52;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:49;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:48;A 70;1;0;0;0;44;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:47;A 70;1;0;0;1;26;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:46;A 70;1;0;0;2;64;1;68;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:45;A 70;1;0;0;1;42;2;3;1;1;1;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:44;A 70;1;0;0;1;31;0;17;1;1;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:43;A 70;1;0;0;1;2;1;52;0;0;1;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:42;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:41;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:40;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:39;A 70;1;0;0;1;68;0;0;1;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:38;A 70;1;0;0;0;0;1;0;1;1;1;1;0;0;1;24;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:37;A 70;1;0;0;0;20;0;0;0;0;0;0;0;0;1;46;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:36;A 70;1;0;0;1;49;1;4;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:35;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:34;A 70;1;1;26;1;62;0;69;0;0;1;1;0;0;3;57;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:33;A 70;1;1;8;1;62;2;64;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:32;A 70;1;0;0;0;0;0;6;1;2;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:31;A 70;1;0;6;1;2;2;28;2;2;2;2;0;0;0;5;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:30;A 70;1;1;38;0;0;0;0;1;1;2;1;0;0;1;66;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:29;A 70;1;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:28;A 70;1;0;0;0;20;1;0;0;0;0;0;0;0;0;17;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:27;A 70;1;0;0;1;46;0;0;2;2;1;0;0;0;1;49;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:26;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:25;A 70;1;0;0;1;1;1;1;1;1;0;0;0;0;2;73;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:24;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:23;A 70;1;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;100;1;9;0;0;0;0;;;;;;;;;;
22.06.2024;01:22;A 70;1;0;0;0;8;0;0;3;45;0;0;0;0;1;3;0;100;1;76;0;0;0;0;;;;;;;;;;
22.06.2024;01:21;A 70;1;0;0;1;63;0;0;2;2;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:20;A 70;1;0;0;1;69;1;67;2;2;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:19;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:18;A 70;1;0;0;1;56;1;73;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:17;A 70;1;0;0;0;0;1;1;1;1;1;1;0;0;0;27;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:16;A 70;1;0;0;0;0;0;0;2;2;2;1;0;0;1;42;0;100;2;3;0;0;0;0;;;;;;;;;;
22.06.2024;01:15;A 70;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:14;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:13;A 70;1;0;0;0;0;0;57;1;2;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:12;A 70;1;0;0;0;0;2;12;1;1;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:11;A 70;1;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:10;A 70;1;0;0;1;28;1;52;1;1;0;0;0;0;2;9;0;100;1;2;0;0;0;0;;;;;;;;;;
22.06.2024;01:09;A 70;1;0;0;2;74;1;4;0;0;0;0;0;0;2;2;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:08;A 70;1;0;0;2;70;1;0;4;7;3;3;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:07;A 70;1;0;0;1;5;1;53;1;1;2;1;0;0;1;1;0;100;0;0;1;2;1;2;;;;;;;;;;
22.06.2024;01:06;A 70;1;1;20;0;0;1;17;1;2;0;0;0;0;3;59;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:05;A 70;1;0;0;0;0;0;0;3;3;2;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:04;A 70;1;0;0;0;63;1;63;1;1;1;1;0;0;1;59;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;01:03;A 70;1;0;0;1;14;1;13;4;9;1;1;0;0;0;65;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:02;A 70;1;0;0;0;0;0;0;2;2;2;1;0;0;1;2;0;100;0;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:01;A 70;1;1;2;1;5;1;65;0;0;2;1;0;0;2;39;0;100;1;0;0;0;0;0;;;;;;;;;;
22.06.2024;01:00;A 70;1;0;0;0;45;1;6;3;3;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
22.06.2024;00:59;A 70;1;0;0;1;47;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
