Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D21Z;D21B;D31Z;D31B;D41Z;D41B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B
05.11.2024;01:00;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:59;A111;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:58;A111;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:57;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:56;A111;1;2;15;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:55;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:54;A111;1;1;1;0;0;1;1;1;2;0;0;0;0;0;0
05.11.2024;00:53;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:52;A111;1;0;0;0;0;1;3;0;0;0;0;0;0;1;3
05.11.2024;00:51;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:50;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:49;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:48;A111;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0
05.11.2024;00:47;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:46;A111;1;0;0;1;32;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:45;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:44;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:43;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:42;A111;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:41;A111;1;0;0;1;1;2;3;0;0;0;0;0;0;0;0
05.11.2024;00:40;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:39;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:38;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:37;A111;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:36;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:35;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:34;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:33;A111;1;0;0;1;5;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:32;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:31;A111;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:30;A111;1;0;0;0;0;3;4;0;0;0;0;0;0;0;0
05.11.2024;00:29;A111;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2024;00:28;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
05.11.2024;00:27;A111;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0
05.11.2024;00:26;A111;1;1;4;1;1;1;0;0;0;0;0;0;0;0;0
05.11.2024;00:25;A111;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
