Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D43Z;D43B;V14Z;V14B;V15Z;V15B;V34Z;V34B;V35Z;V35B;V44Z;V44B;V45Z;V45B;V46Z;V46B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;T38_sZ;T38_sB;T38_bZ;T38_bB;T39_sZ;T39_sB;T39_bZ;T39_bB;T41_bZ;T41_bB;T42_bZ;T42_bB
15.09.2024;02:00;A 43;1;3;27;;;1;46;0;0;0;0;0;0;;;1;6;0;0;0;0;0;0;1;1;1;0;0;0;0;100;2;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:59;A 43;1;2;1;;;1;37;0;0;0;0;0;0;;;1;7;0;0;0;0;0;0;0;0;1;31;0;0;0;100;2;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:58;A 43;1;3;27;;;2;44;0;0;0;0;1;41;;;2;19;1;3;2;10;0;0;0;0;1;18;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:57;A 43;1;1;1;;;2;3;0;0;0;0;1;2;;;1;25;2;1;1;4;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:56;A 43;1;2;2;;;0;0;0;0;0;39;0;0;;;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;100;1;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:55;A 43;1;0;0;;;2;2;0;0;2;25;0;0;;;2;9;2;9;0;0;0;0;1;1;1;1;0;0;0;100;2;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:54;A 43;1;1;1;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:53;A 43;1;0;0;;;1;0;1;0;2;1;0;0;;;1;6;1;5;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:52;A 43;1;1;36;;;1;1;0;0;0;0;0;0;;;1;7;0;0;0;0;0;0;1;17;1;1;0;0;0;100;2;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:51;A 43;1;2;23;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:50;A 43;1;0;0;;;0;0;0;0;1;20;0;31;;;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:49;A 43;1;3;65;;;1;0;0;0;0;0;1;13;;;1;4;0;0;1;3;0;0;1;1;1;20;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:48;A 43;1;2;58;;;3;3;0;0;0;0;0;0;;;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:47;A 43;1;2;7;;;1;57;0;0;0;1;0;0;;;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;5;;;;;;;;;;
15.09.2024;01:46;A 43;1;1;46;;;2;44;0;0;1;64;1;0;;;2;11;2;6;1;2;0;0;0;0;1;1;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:45;A 43;1;2;5;;;3;52;0;0;0;0;0;0;;;4;15;0;0;0;0;0;0;1;45;3;46;0;0;0;100;1;12;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:44;A 43;1;2;38;;;1;14;0;0;0;0;0;0;;;1;5;0;0;0;0;0;0;1;18;2;15;0;0;0;100;2;10;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:43;A 43;1;1;15;;;0;0;0;0;1;22;0;0;;;0;0;1;1;1;1;0;0;2;40;1;6;0;0;0;100;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:42;A 43;1;2;35;;;1;44;0;0;0;0;0;0;;;1;12;0;0;0;0;0;0;2;31;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:41;A 43;1;1;9;;;1;0;0;0;0;0;0;0;;;0;1;0;0;0;0;0;0;3;25;1;23;0;0;0;100;1;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:40;A 43;1;0;0;;;1;24;0;0;0;0;0;0;;;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:39;A 43;1;4;28;;;1;15;0;0;0;15;1;0;;;1;7;0;0;1;2;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:38;A 43;1;0;0;;;1;0;0;0;1;1;0;0;;;0;1;1;8;0;0;0;0;0;0;1;22;0;0;0;100;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:37;A 43;1;0;0;;;2;47;0;0;0;0;0;0;;;1;19;0;0;0;0;0;0;1;1;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:36;A 43;1;2;31;;;1;1;0;0;1;0;0;0;;;2;11;1;3;0;0;0;0;0;0;0;0;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.09.2024;01:35;A 43;1;2;24;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;100;2;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
