Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
14.03.2025;01:00;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:59;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:58;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:57;A182;1;1;4;1;4;3;52;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:56;A182;1;1;12;1;3;2;13;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:55;A182;1;0;0;0;0;1;65;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:54;A182;1;0;0;1;4;1;35;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:53;A182;1;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:52;A182;1;0;0;1;3;0;0;0;0;0;0;1;1;2;1;0;0
14.03.2025;00:51;A182;1;0;0;0;0;1;83;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:50;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:49;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:48;A182;1;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:47;A182;1;1;7;1;4;0;0;0;0;0;0;1;1;1;1;0;0
14.03.2025;00:46;A182;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:45;A182;1;0;0;0;0;1;27;0;0;0;0;1;3;2;4;1;2
14.03.2025;00:44;A182;1;1;8;0;0;0;42;0;0;0;0;1;1;4;3;0;0
14.03.2025;00:43;A182;1;1;8;1;3;2;26;0;0;0;0;1;1;0;0;0;0
14.03.2025;00:42;A182;1;0;0;1;6;0;53;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:41;A182;1;1;6;1;3;1;25;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:40;A182;1;0;0;0;0;2;30;0;0;0;0;1;1;1;1;0;0
14.03.2025;00:39;A182;1;1;9;0;0;1;25;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:38;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:37;A182;1;1;8;0;0;2;5;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:36;A182;1;0;0;0;0;0;0;0;0;0;0;1;3;2;2;0;0
14.03.2025;00:35;A182;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:34;A182;1;1;12;0;0;0;0;0;0;0;0;2;1;0;0;0;0
14.03.2025;00:33;A182;1;1;7;1;6;0;12;0;0;0;0;0;0;2;1;0;0
14.03.2025;00:32;A182;1;0;0;0;0;1;51;0;0;0;0;1;2;1;1;0;0
14.03.2025;00:31;A182;1;0;0;0;0;0;0;0;45;0;0;4;5;4;6;0;0
14.03.2025;00:30;A182;1;0;0;0;0;0;0;1;62;0;0;3;5;3;5;0;0
14.03.2025;00:29;A182;1;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:28;A182;1;1;4;1;5;0;0;1;60;0;0;0;0;0;0;0;0
14.03.2025;00:27;A182;1;1;5;1;4;0;0;1;26;0;0;2;1;0;0;0;0
14.03.2025;00:26;A182;1;1;2;3;12;1;22;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:25;A182;1;1;8;0;0;1;38;0;0;0;0;1;1;2;1;0;0
14.03.2025;00:24;A182;1;0;0;0;0;1;54;0;0;0;0;0;0;0;0;0;0
14.03.2025;00:23;A182;1;2;16;0;0;0;0;0;0;0;0;1;2;2;1;0;0
