Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
18.01.2024;01:00;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:59;A151;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:58;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:57;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:56;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:55;A151;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:54;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:53;A151;1;0;0;3;27;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:52;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:51;A151;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:50;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:49;A151;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
18.01.2024;00:48;A151;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:47;A151;1;2;16;1;13;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:46;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:45;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:44;A151;1;1;70;0;0;0;0;0;0;1;7;0;0;0;0
18.01.2024;00:43;A151;1;0;83;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:42;A151;1;0;100;1;8;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:41;A151;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:40;A151;1;0;100;1;18;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:39;A151;1;4;52;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:38;A151;1;1;3;1;10;0;0;0;0;1;2;0;0;0;0
18.01.2024;00:37;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:36;A151;1;0;0;1;15;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:35;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:34;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:33;A151;1;0;0;0;0;0;0;0;0;2;4;0;0;0;0
18.01.2024;00:32;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:31;A151;1;4;19;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:30;A151;1;2;25;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:29;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:28;A151;1;1;8;1;14;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:27;A151;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:26;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:25;A151;1;4;38;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:24;A151;1;2;14;0;0;0;0;0;0;1;10;0;0;0;0
18.01.2024;00:23;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:22;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:21;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:20;A151;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:19;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:18;A151;1;3;20;0;0;0;0;0;0;1;3;0;0;0;0
18.01.2024;00:17;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:16;A151;1;2;15;1;12;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:15;A151;1;2;12;1;4;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:14;A151;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:13;A151;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:12;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:11;A151;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:10;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:09;A151;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:08;A151;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:07;A151;1;1;17;1;16;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:06;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:05;A151;1;0;0;0;4;0;0;0;0;0;26;0;0;0;0
18.01.2024;00:04;A151;1;1;7;1;6;0;0;0;0;2;15;0;0;0;0
18.01.2024;00:03;A151;1;1;13;4;22;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:02;A151;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0
18.01.2024;00:01;A151;1;1;14;0;0;0;0;0;0;0;4;0;0;0;0
18.01.2024;00:00;A151;1;0;0;1;32;0;0;0;0;1;4;0;0;0;0
17.01.2024;23:59;A151;1;0;0;3;61;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:58;A151;1;0;2;2;8;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:57;A151;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:56;A151;1;1;4;1;15;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:55;A151;1;0;0;2;27;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:54;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:53;A151;1;2;9;1;9;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:52;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:51;A151;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
17.01.2024;23:50;A151;1;1;73;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:49;A151;1;2;13;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:48;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:47;A151;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:46;A151;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:45;A151;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:44;A151;1;2;16;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:43;A151;1;0;10;0;0;0;0;0;0;1;10;0;0;0;0
17.01.2024;23:42;A151;1;2;11;1;10;0;0;0;0;2;11;0;0;0;0
17.01.2024;23:41;A151;1;2;21;0;0;0;0;0;0;1;2;0;0;0;0
17.01.2024;23:40;A151;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:39;A151;1;3;21;2;26;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:38;A151;1;0;7;1;6;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:37;A151;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:36;A151;1;0;0;0;0;0;0;0;0;3;26;0;0;1;1
17.01.2024;23:35;A151;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:34;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:33;A151;1;0;10;1;16;0;0;0;0;1;1;0;0;0;0
17.01.2024;23:32;A151;1;2;30;1;7;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:31;A151;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:30;A151;1;0;0;0;0;0;0;0;0;2;5;0;0;0;0
17.01.2024;23:29;A151;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:28;A151;1;2;12;0;4;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:27;A151;1;5;7;3;18;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:26;A151;1;2;22;0;0;0;0;0;0;1;1;0;0;0;0
17.01.2024;23:25;A151;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:24;A151;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:23;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:22;A151;1;0;3;2;7;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:21;A151;1;3;24;2;17;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:20;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2024;23:19;A151;1;4;21;1;5;0;0;0;0;0;0;0;0;0;0
