Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V321Z;V321B;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
31.01.2024;01:00;A116;1;0;0;2;7;1;2;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:59;A116;1;0;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:58;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:57;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:56;A116;1;1;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:55;A116;1;1;4;2;7;1;2;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:54;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:53;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:52;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:51;A116;1;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:50;A116;1;1;5;3;3;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:49;A116;1;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:48;A116;1;0;0;1;5;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:47;A116;1;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:46;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:45;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:44;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:43;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:42;A116;1;0;0;2;5;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:41;A116;1;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:40;A116;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:39;A116;1;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:38;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:37;A116;1;0;0;4;7;2;3;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:36;A116;1;0;0;1;7;1;3;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:35;A116;1;0;0;1;7;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:34;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:33;A116;1;2;10;1;8;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:32;A116;1;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:31;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:30;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:29;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:28;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:27;A116;1;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:26;A116;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:25;A116;1;3;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:24;A116;1;3;3;1;6;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:23;A116;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:22;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:21;A116;1;2;2;1;6;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:20;A116;1;0;0;3;4;1;2;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:19;A116;1;0;0;2;6;2;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:18;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:17;A116;1;1;8;2;11;2;4;0;0;0;0;1;1;0;0;0;0
31.01.2024;00:16;A116;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:15;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:14;A116;1;0;0;1;8;1;2;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:13;A116;1;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:12;A116;1;1;4;2;4;1;0;0;0;0;0;0;0;0;0;0;0
31.01.2024;00:11;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
