Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
29.09.2024;02:00;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0;100;1;1
29.09.2024;01:59;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
29.09.2024;01:58;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;100;2;3
29.09.2024;01:57;A 10;1;0;0;1;2;0;0;0;0;0;100;0;100;1;1;1;2;1;3;0;0;2;20;0;0;1;2;0;0;0;100;3;4
29.09.2024;01:56;A 10;1;2;2;2;2;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
29.09.2024;01:55;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;100;0;0
29.09.2024;01:54;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;3;4
29.09.2024;01:53;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;3;7;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;100;1;1
29.09.2024;01:52;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;1;2;1;1;1;43;0;0;0;0;0;0;0;100;2;2
29.09.2024;01:51;A 10;1;1;2;4;6;2;2;0;0;0;100;0;100;0;0;1;2;1;2;0;19;0;0;0;0;0;0;0;0;0;100;0;0
