Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;D3Z;D3B;D4Z;D4B;D5Z;D5B;D6Z;D6B;D7Z;D7B;D8Z;D8B;D9Z;D9B;D10Z;D10B;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D16Z;D16B;D17Z;D17B;D18Z;D18B;D19Z;D19B;D20Z;D20B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B
05.07.2024;02:00;A  6;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;100;0;100;0;0;0;0;1;1;1;1;1;1;1;1;0;100;0;100;1;1;1;1;1;1;1;1
05.07.2024;01:59;A  6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;100;1;1;1;1;0;0;0;0
05.07.2024;01:58;A  6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0
05.07.2024;01:57;A  6;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;100;1;1;1;1;0;0;0;0
05.07.2024;01:56;A  6;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;2;2;2;0;100;0;100;0;0;0;0;0;0;0;0;2;2;2;2;0;100;0;100;0;0;0;0;2;2;2;2
05.07.2024;01:55;A  6;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;2;1;2;1
05.07.2024;01:54;A  6;1;0;0;2;1;0;0;2;1;0;0;0;0;0;0;0;0;2;1;2;2;0;100;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;0;0;0;0
05.07.2024;01:53;A  6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0
05.07.2024;01:52;A  6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;1;1;1;1
05.07.2024;01:51;A  6;1;0;0;1;0;0;0;1;1;0;0;1;2;1;1;0;0;1;1;1;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;1;1;1;0
05.07.2024;01:50;A  6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;1;1;1;1
05.07.2024;01:49;A  6;1;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0;3;5;3;6;0;100;0;100;0;0;0;0;0;0;0;0;2;4;2;4;0;100;0;100;0;0;0;0;2;5;2;5
05.07.2024;01:48;A  6;1;0;0;2;4;4;1;2;7;0;0;2;3;2;2;2;1;1;3;1;4;0;100;0;100;0;0;0;0;1;1;1;1;4;7;4;7;0;100;0;100;1;1;1;1;4;7;4;7
05.07.2024;01:47;A  6;1;0;0;3;2;0;0;1;1;2;2;2;2;1;1;1;1;1;1;1;1;0;100;0;100;0;0;0;0;2;2;2;2;0;0;0;0;0;100;0;100;2;2;2;2;0;0;0;0
