Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
12.03.2025;01:00;A 94;1;0;0;0;0;4;12;0;0;0;0;0;0;2;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;1;7
12.03.2025;00:59;A 94;1;1;3;0;0;1;6;0;0;0;0;2;5;1;6;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;0;0;0;1;5
12.03.2025;00:58;A 94;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
12.03.2025;00:57;A 94;1;0;0;0;0;4;16;0;0;0;0;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;100;0;0;0;0;0;3
12.03.2025;00:56;A 94;1;0;0;0;0;1;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;100;0;0;0;0;1;1
12.03.2025;00:55;A 94;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;1;3;0;0
12.03.2025;00:54;A 94;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
12.03.2025;00:53;A 94;1;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
12.03.2025;00:52;A 94;1;1;7;0;0;2;1;1;7;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;100;1;6;0;0;0;0
12.03.2025;00:51;A 94;1;1;11;0;0;4;14;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;1;4;0;0;0;0
12.03.2025;00:50;A 94;1;0;0;0;0;2;4;0;0;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;1;0
12.03.2025;00:49;A 94;1;0;0;0;0;1;4;1;7;0;0;0;0;1;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;1;6
