Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
12.03.2025;01:00;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:59;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:58;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:57;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:56;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:55;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:54;A 19;1;0;67;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:53;A 19;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:52;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:51;A 19;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:50;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:49;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:48;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:47;A 19;1;0;0;0;0;0;20;0;0;0;0;0;0;0;0
12.03.2025;00:46;A 19;1;0;0;0;0;1;86;0;0;0;0;0;0;0;0
12.03.2025;00:45;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:44;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:43;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:42;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:41;A 19;1;0;59;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:40;A 19;1;1;57;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:39;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:38;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:37;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:36;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:35;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:34;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:33;A 19;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:32;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:31;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:30;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:29;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:28;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:27;A 19;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;00:26;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:25;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:24;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:23;A 19;1;1;44;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:22;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:21;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:20;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:19;A 19;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:18;A 19;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:17;A 19;1;1;28;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:16;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:15;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:14;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:13;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:12;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:11;A 19;1;1;63;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:10;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:09;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;00:08;A 19;1;0;0;2;26;0;0;0;0;0;0;1;3;0;0
12.03.2025;00:07;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
