Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
24.08.2024;02:00;A 10;1;0;0;2;2;0;0;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:59;A 10;1;1;2;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;6
24.08.2024;01:58;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;2;3;0;0;1;3;0;17;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:57;A 10;1;3;4;1;1;0;0;0;0;0;100;0;100;0;0;0;0;1;2;1;28;0;0;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:56;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:55;A 10;1;1;2;2;2;0;0;0;0;0;100;0;100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:54;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;22;1;1;0;0;0;0;0;0;0;0;1;2
24.08.2024;01:53;A 10;1;0;0;1;1;3;4;0;0;0;100;0;100;1;1;1;1;1;2;0;0;1;8;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:52;A 10;1;0;0;1;2;0;0;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6
24.08.2024;01:51;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8
24.08.2024;01:50;A 10;1;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:49;A 10;1;1;2;0;0;2;3;0;0;0;100;0;100;1;1;1;1;3;6;0;0;0;0;0;0;0;0;0;0;1;2;1;1
24.08.2024;01:48;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:47;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;1;1;1;1;0;0;0;0;0;69;0;0;0;0;0;0;0;0;6;9
24.08.2024;01:46;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;1;2;0;0;2;10;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:45;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;2;2;3;1;2;0;36;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:44;A 10;1;1;2;0;0;0;0;0;0;0;100;0;100;2;3;1;2;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:43;A 10;1;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;51;0;0;0;0;0;0;0;0;0;0;1;2
24.08.2024;01:42;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;1;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:41;A 10;1;0;0;2;4;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
24.08.2024;01:40;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
24.08.2024;01:39;A 10;1;1;2;1;1;0;0;0;0;0;100;0;100;2;4;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:38;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:37;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:36;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
24.08.2024;01:35;A 10;1;4;17;1;1;0;0;0;0;0;100;0;100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:34;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;2;2;2;5;1;49;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:33;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;1;2;1;48;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:32;A 10;1;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:31;A 10;1;0;0;0;0;1;2;0;0;0;100;0;100;1;1;1;2;2;5;0;35;0;0;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:30;A 10;1;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;1;2;2;44;0;0;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:29;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:28;A 10;1;1;2;2;3;1;1;0;0;0;100;0;100;0;0;0;0;3;9;0;4;0;0;0;0;0;0;0;0;1;7;1;1
24.08.2024;01:27;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;2;0;0;1;2;3;36;0;7;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:26;A 10;1;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;2;10;0;0;1;94;0;0;1;2;0;0;0;0;1;1
24.08.2024;01:25;A 10;1;3;6;1;1;0;0;0;0;0;100;0;100;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:24;A 10;1;0;0;2;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:23;A 10;1;1;2;0;0;0;0;0;0;0;100;0;100;1;7;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:22;A 10;1;1;2;1;1;0;0;0;0;0;100;0;100;1;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:21;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:20;A 10;1;1;1;0;0;2;3;0;0;0;100;0;100;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:19;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:18;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;1;2;0;0;0;0;1;42;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:17;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;1;1;0;0;0;0;0;33;0;0;0;0;0;0;0;0;1;1
24.08.2024;01:16;A 10;1;1;2;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;20;1;3;0;0;0;0;0;0;0;0;2;3
24.08.2024;01:15;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;1;2;1;48;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:14;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2
24.08.2024;01:13;A 10;1;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;1;2;1;7;2;2;0;0;0;0;1;2;0;0;1;1
24.08.2024;01:12;A 10;1;0;0;0;0;1;1;0;0;0;100;0;100;2;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:11;A 10;1;0;0;1;1;1;1;0;0;0;100;0;100;0;0;0;0;2;6;1;54;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2024;01:10;A 10;1;0;0;0;0;1;1;0;0;0;100;0;100;0;0;1;1;2;3;1;21;0;0;0;0;0;0;0;0;0;0;3;4
24.08.2024;01:09;A 10;1;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6
