Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;EG21Z;EG21B;EG22Z;EG22B;EG23Z;EG23B;EG24Z;EG24B
30.06.2024;02:00;A 99;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:59;A 99;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:58;A 99;1;0;0;1;2;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:57;A 99;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:56;A 99;1;0;0;1;7;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:55;A 99;1;0;0;2;12;1;23;1;23;1;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:54;A 99;1;0;0;4;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:53;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:52;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:51;A 99;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:50;A 99;1;0;0;2;24;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:49;A 99;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:48;A 99;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:47;A 99;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:46;A 99;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:45;A 99;1;0;0;1;6;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:44;A 99;1;0;0;1;16;1;22;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:43;A 99;1;1;5;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:42;A 99;1;2;3;2;10;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:41;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:40;A 99;1;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:39;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:38;A 99;1;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:37;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:36;A 99;1;0;0;0;0;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:35;A 99;1;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:34;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:33;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:32;A 99;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:31;A 99;1;0;0;0;0;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:30;A 99;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:29;A 99;1;1;4;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:28;A 99;1;0;0;1;6;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:27;A 99;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:26;A 99;1;0;0;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:25;A 99;1;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:24;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:23;A 99;1;0;0;0;0;0;29;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:22;A 99;1;0;0;1;4;1;8;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:21;A 99;1;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:20;A 99;1;0;0;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:19;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:18;A 99;1;0;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:17;A 99;1;0;0;0;0;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:16;A 99;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:15;A 99;1;0;0;1;4;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:14;A 99;1;0;0;2;15;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:13;A 99;1;0;0;3;25;1;27;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:12;A 99;1;0;0;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:11;A 99;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:10;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:09;A 99;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:08;A 99;1;1;5;1;4;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:07;A 99;1;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:06;A 99;1;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:05;A 99;1;0;0;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:04;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:03;A 99;1;0;0;1;11;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:02;A 99;1;0;0;1;3;1;25;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:01;A 99;1;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;01:00;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:59;A 99;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:58;A 99;1;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:57;A 99;1;0;0;1;8;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:56;A 99;1;1;5;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:55;A 99;1;2;12;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:54;A 99;1;0;0;1;10;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:53;A 99;1;1;6;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:52;A 99;1;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:51;A 99;1;0;0;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:50;A 99;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:49;A 99;1;2;15;1;8;1;38;1;38;0;0;0;0;1;1;0;0;1;2;0;0;0;0;;;;;;;;;;
30.06.2024;00:48;A 99;1;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:47;A 99;1;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:46;A 99;1;0;0;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:45;A 99;1;0;0;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:44;A 99;1;0;0;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:43;A 99;1;0;0;4;25;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:42;A 99;1;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:41;A 99;1;0;0;1;18;0;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:40;A 99;1;0;0;2;38;1;11;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:39;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:38;A 99;1;0;0;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:37;A 99;1;0;0;3;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:36;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:35;A 99;1;1;5;1;6;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:34;A 99;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:33;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:32;A 99;1;1;5;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:31;A 99;1;3;9;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:30;A 99;1;0;0;1;16;0;28;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:29;A 99;1;0;0;1;16;1;9;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:28;A 99;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
30.06.2024;00:27;A 99;1;0;0;5;24;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
