Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;T1_2Z;T1_2B
06.03.2025;01:00;A 96;1;0;100;0;100;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:59;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:58;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:57;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
06.03.2025;00:56;A 96;1;0;100;0;100;0;0;0;0;0;0;1;4;2;2;0;0;0;0;0;0
06.03.2025;00:55;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
06.03.2025;00:54;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:53;A 96;1;0;100;0;100;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:52;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
06.03.2025;00:51;A 96;1;0;100;0;100;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:50;A 96;1;0;100;0;100;0;0;0;0;1;45;1;1;1;1;0;0;0;0;0;0
06.03.2025;00:49;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:48;A 96;1;0;100;0;100;1;70;0;0;0;0;1;1;1;0;0;0;0;0;0;0
06.03.2025;00:47;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:46;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
06.03.2025;00:45;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
06.03.2025;00:44;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
06.03.2025;00:43;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:42;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:41;A 96;1;0;100;0;100;0;0;0;0;2;18;2;2;2;2;0;0;0;0;0;0
06.03.2025;00:40;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
06.03.2025;00:39;A 96;1;0;100;0;100;1;41;0;0;1;29;0;0;1;2;0;0;0;0;0;0
06.03.2025;00:38;A 96;1;0;100;0;100;0;0;0;0;0;0;2;1;2;2;0;0;0;0;0;0
06.03.2025;00:37;A 96;1;0;100;0;100;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
06.03.2025;00:36;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
06.03.2025;00:35;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:34;A 96;1;0;100;0;100;0;0;0;0;0;0;2;1;2;2;0;0;0;0;0;0
06.03.2025;00:33;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:32;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:31;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0
06.03.2025;00:30;A 96;1;0;100;0;100;0;0;0;0;0;0;2;1;3;2;0;0;0;0;0;0
06.03.2025;00:29;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
06.03.2025;00:28;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:27;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:26;A 96;1;0;100;0;100;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:25;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;2;3;1;2;1;2;0;0
06.03.2025;00:24;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:23;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.2025;00:22;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
06.03.2025;00:21;A 96;1;0;100;0;100;1;0;0;0;1;77;1;2;1;1;0;0;0;0;0;0
06.03.2025;00:20;A 96;1;0;100;0;100;1;40;0;0;0;0;1;1;1;0;0;0;0;0;0;0
