Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D50Z;D50B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;V85Z;V85B;D110Z;D110B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;V115Z;V115B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB;T35Z;T35B;T41Z;T41B
24.02.2024;01:00;A 17;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:59;A 17;1;2;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;53;0;0;2;15;0;0;0;0;0;0;1;21;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:58;A 17;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;2;7;0;0;0;0;0;0;1;17;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:57;A 17;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;6;0;0;0;0;0;0;0;0;1;23;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:56;A 17;1;0;0;0;8;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:55;A 17;1;1;0;1;9;0;0;0;0;0;0;1;1;0;0;1;2;0;0;1;5;0;0;3;6;0;0;0;0;0;0;0;0;0;37;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:54;A 17;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;0;1;6;0;0;0;0;0;0;1;15;1;6;2;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:53;A 17;1;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;2;4;1;10;0;0;0;0;0;0;5;28;0;0;4;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:52;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:51;A 17;1;0;0;2;5;0;0;0;0;0;0;0;0;2;34;0;0;0;0;2;54;0;0;5;20;0;0;0;0;0;0;1;15;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:50;A 17;1;0;0;1;50;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;43;1;0;2;13;0;0;0;0;0;0;3;31;1;0;4;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2024;00:49;A 17;1;2;0;1;6;0;0;0;0;0;0;1;3;2;2;1;10;1;1;2;29;0;0;3;11;0;0;0;0;0;0;1;15;2;2;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
