Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B
04.03.2025;01:00;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:59;A 35;1;0;0;0;0;1;1;2;4;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:58;A 35;1;0;0;0;0;2;9;4;27;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:57;A 35;1;0;0;0;0;2;2;4;7;0;0;0;0;1;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:56;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;3;6;3;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:55;A 35;1;0;0;0;0;1;0;2;1;0;0;0;0;1;4;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:54;A 35;1;0;0;0;0;2;1;3;7;0;0;0;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:53;A 35;1;0;0;0;0;1;2;1;5;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:52;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:51;A 35;1;1;3;1;9;1;1;1;5;0;0;0;0;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:50;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:49;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
