Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
30.11.2024;01:00;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;2;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;2;3
30.11.2024;00:59;A 10;1;2;3;0;0;0;0;0;0;0;100;0;100;0;0;0;0;2;5;2;30;0;0;0;0;0;0;0;0;0;0;0;0
30.11.2024;00:58;A 10;1;0;0;1;1;1;2;0;0;0;100;0;100;1;1;1;1;1;2;1;51;0;0;0;0;0;0;0;0;0;0;0;0
30.11.2024;00:57;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;2;2;3;9;0;0;0;0;0;0;1;2;0;0;1;2;3;4
30.11.2024;00:56;A 10;1;2;5;0;0;0;0;0;0;0;100;0;100;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2
30.11.2024;00:55;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;4;5
30.11.2024;00:54;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6
30.11.2024;00:53;A 10;1;2;4;0;0;0;0;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
30.11.2024;00:52;A 10;1;1;2;0;0;0;0;0;0;0;100;0;100;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;3;4
30.11.2024;00:51;A 10;1;1;1;0;0;0;0;0;0;0;100;0;100;1;1;0;0;1;2;1;42;0;0;0;0;0;0;0;0;0;0;0;0
30.11.2024;00:50;A 10;1;0;0;0;0;1;1;1;4;0;100;0;100;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.11.2024;00:49;A 10;1;0;0;1;1;0;0;0;0;0;100;0;100;0;0;1;1;1;3;1;1;0;0;0;0;0;0;0;0;0;0;6;9
