Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
14.01.2025;01:00;A182;1;0;0;0;0;1;62;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:59;A182;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:58;A182;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
14.01.2025;00:57;A182;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:56;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:55;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:54;A182;1;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0
14.01.2025;00:53;A182;1;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:52;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:51;A182;1;1;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:50;A182;1;0;0;0;0;4;15;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:49;A182;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:48;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:47;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:46;A182;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:45;A182;1;1;8;1;4;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:44;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
14.01.2025;00:43;A182;1;1;6;1;4;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:42;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:41;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:40;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:39;A182;1;0;0;0;0;1;3;0;0;0;0;0;0;2;3;0;0
14.01.2025;00:38;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
14.01.2025;00:37;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:36;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:35;A182;1;0;0;1;4;0;0;0;0;0;0;2;1;0;0;0;0
14.01.2025;00:34;A182;1;1;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:33;A182;1;0;3;2;6;1;7;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:32;A182;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:31;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:30;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:29;A182;1;0;0;0;0;0;0;0;0;0;0;1;3;4;4;0;0
14.01.2025;00:28;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
14.01.2025;00:27;A182;1;0;0;1;5;1;1;0;64;0;0;0;0;0;0;0;0
14.01.2025;00:26;A182;1;0;0;1;3;0;0;1;5;0;0;0;0;0;0;0;0
14.01.2025;00:25;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
14.01.2025;00:24;A182;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:23;A182;1;1;7;1;4;2;10;0;0;0;0;0;0;2;3;0;0
14.01.2025;00:22;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
14.01.2025;00:21;A182;1;3;15;3;10;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:20;A182;1;1;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:19;A182;1;1;1;0;0;0;23;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:18;A182;1;1;4;1;4;1;63;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:17;A182;1;0;0;0;0;1;23;0;34;0;0;2;1;4;4;0;0
14.01.2025;00:16;A182;1;0;0;2;6;0;0;1;78;0;0;0;0;0;0;0;0
14.01.2025;00:15;A182;1;1;1;1;5;1;31;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:14;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0
14.01.2025;00:13;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:12;A182;1;0;0;1;2;0;0;0;0;0;0;0;0;3;2;0;0
14.01.2025;00:11;A182;1;0;0;0;0;1;59;1;1;0;0;0;0;0;0;0;0
14.01.2025;00:10;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.01.2025;00:09;A182;1;0;0;0;0;2;80;1;34;0;0;3;2;0;0;0;0
14.01.2025;00:08;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
14.01.2025;00:07;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:06;A182;1;2;6;2;6;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:05;A182;1;0;0;0;0;1;19;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:04;A182;1;1;4;1;3;0;0;0;0;0;0;0;0;2;1;0;0
14.01.2025;00:03;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:02;A182;1;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:01;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2025;00:00;A182;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:59;A182;1;2;15;3;13;1;2;0;0;0;0;0;0;2;7;1;1
13.01.2025;23:58;A182;1;0;0;0;0;0;0;2;62;0;0;0;0;0;0;0;0
13.01.2025;23:57;A182;1;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:56;A182;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:55;A182;1;0;0;0;0;0;0;0;10;0;0;0;0;2;2;0;0
13.01.2025;23:54;A182;1;0;0;0;0;1;4;1;68;0;0;0;0;0;0;0;0
13.01.2025;23:53;A182;1;0;0;0;0;1;23;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:52;A182;1;1;5;1;3;1;88;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:51;A182;1;1;10;2;6;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:50;A182;1;0;0;1;4;2;32;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:49;A182;1;3;14;3;12;0;0;0;0;0;0;0;0;2;3;0;0
13.01.2025;23:48;A182;1;2;23;3;10;0;57;0;55;0;0;0;0;0;0;0;0
13.01.2025;23:47;A182;1;1;4;2;6;1;24;1;40;0;0;0;0;0;0;0;0
13.01.2025;23:46;A182;1;4;11;3;9;0;0;0;71;0;0;0;0;2;1;0;0
13.01.2025;23:45;A182;1;0;0;0;0;0;0;1;30;0;0;1;1;0;0;0;0
13.01.2025;23:44;A182;1;1;5;1;3;0;81;0;0;0;0;2;1;0;0;1;3
13.01.2025;23:43;A182;1;2;9;1;1;1;10;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:42;A182;1;1;3;3;11;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:41;A182;1;0;0;1;3;1;2;0;0;0;0;2;1;2;1;0;0
13.01.2025;23:40;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:39;A182;1;1;5;1;4;0;0;0;0;0;0;0;0;2;1;0;0
13.01.2025;23:38;A182;1;1;7;2;8;0;0;0;29;0;0;1;1;0;0;0;0
13.01.2025;23:37;A182;1;0;0;2;5;0;0;1;60;0;0;0;0;0;0;0;0
13.01.2025;23:36;A182;1;2;8;3;8;0;0;0;40;0;0;1;1;1;1;0;0
13.01.2025;23:35;A182;1;0;0;0;0;0;0;1;7;0;0;0;0;1;1;0;0
13.01.2025;23:34;A182;1;1;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2025;23:33;A182;1;1;5;1;4;1;2;0;0;0;0;0;0;0;0;0;0
