Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V321Z;V321B;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
09.12.2024;01:00;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:59;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:58;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:57;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:56;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:55;A116;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:54;A116;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:53;A116;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:52;A116;1;0;0;1;4;1;2;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:51;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:50;A116;1;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:49;A116;1;1;4;1;6;1;1;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:48;A116;1;0;0;1;6;1;1;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:47;A116;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:46;A116;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:45;A116;1;1;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:44;A116;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:43;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:42;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:41;A116;1;1;1;4;10;2;2;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:40;A116;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:39;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:38;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:37;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:36;A116;1;0;0;3;12;2;3;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:35;A116;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.12.2024;00:34;A116;1;6;7;2;5;1;1;0;0;0;0;0;0;0;0;0;0
