Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
04.08.2024;02:00;A151;1;3;22;1;9;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:59;A151;1;1;8;1;6;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:58;A151;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:57;A151;1;0;5;1;11;0;0;0;0;1;1;0;0;0;0
04.08.2024;01:56;A151;1;2;15;1;7;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:55;A151;1;1;7;0;0;0;0;0;0;1;3;0;0;0;0
04.08.2024;01:54;A151;1;1;9;1;8;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:53;A151;1;1;24;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:52;A151;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:51;A151;1;3;15;2;24;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:50;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:49;A151;1;0;1;2;13;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:48;A151;1;2;16;1;10;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:47;A151;1;0;7;1;7;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:46;A151;1;3;22;1;10;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:45;A151;1;3;28;2;19;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:44;A151;1;2;23;1;9;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:43;A151;1;2;14;1;19;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:42;A151;1;1;10;3;16;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:41;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:40;A151;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:39;A151;1;0;0;2;11;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:38;A151;1;1;13;0;0;0;0;0;0;2;23;0;0;0;0
04.08.2024;01:37;A151;1;3;54;2;9;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:36;A151;1;1;8;0;0;0;0;0;0;1;2;0;0;0;0
04.08.2024;01:35;A151;1;2;19;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:34;A151;1;1;8;2;20;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:33;A151;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:32;A151;1;0;0;4;32;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:31;A151;1;2;19;1;9;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:30;A151;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:29;A151;1;0;0;2;15;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:28;A151;1;1;11;1;14;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:27;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:26;A151;1;0;0;3;19;0;0;0;0;1;3;0;0;0;0
04.08.2024;01:25;A151;1;1;10;0;0;0;0;0;0;2;3;0;0;0;0
04.08.2024;01:24;A151;1;1;23;1;6;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:23;A151;1;2;16;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:22;A151;1;1;8;2;20;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:21;A151;1;2;26;1;9;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:20;A151;1;1;8;4;31;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:19;A151;1;0;13;2;14;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:18;A151;1;2;12;1;7;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:17;A151;1;1;16;1;8;0;0;0;0;1;10;0;0;0;0
04.08.2024;01:16;A151;1;3;30;1;7;0;0;0;0;1;2;0;0;0;0
04.08.2024;01:15;A151;1;2;21;2;11;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:14;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:13;A151;1;0;0;1;13;0;0;0;0;1;2;0;0;0;0
04.08.2024;01:12;A151;1;3;26;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:11;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2024;01:10;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
