Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB
11.07.2024;02:00;A 16;1;0;0;2;4;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:59;A 16;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:58;A 16;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:57;A 16;1;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:56;A 16;1;1;2;1;16;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:55;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:54;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:53;A 16;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:52;A 16;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:51;A 16;1;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:50;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:49;A 16;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:48;A 16;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:47;A 16;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:46;A 16;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:45;A 16;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:44;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:43;A 16;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:42;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:41;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:40;A 16;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:39;A 16;1;0;0;2;5;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:38;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:37;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:36;A 16;1;0;0;2;15;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:35;A 16;1;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:34;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:33;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:32;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:31;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:30;A 16;1;0;0;1;4;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:29;A 16;1;0;0;2;8;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:28;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:27;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:26;A 16;1;0;0;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:25;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:24;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:23;A 16;1;0;0;1;6;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:22;A 16;1;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:21;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:20;A 16;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:19;A 16;1;0;0;1;6;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:18;A 16;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:17;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:16;A 16;1;0;0;2;5;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:15;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:14;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:13;A 16;1;0;0;3;14;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:12;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:11;A 16;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:10;A 16;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:09;A 16;1;0;0;1;5;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:08;A 16;1;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:07;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:06;A 16;1;0;0;1;6;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:05;A 16;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:04;A 16;1;0;0;1;2;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:03;A 16;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:02;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:01;A 16;1;0;0;1;3;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;01:00;A 16;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:59;A 16;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:58;A 16;1;0;0;1;6;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:57;A 16;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:56;A 16;1;0;0;2;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:55;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:54;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:53;A 16;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:52;A 16;1;0;0;2;14;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:51;A 16;1;0;0;3;13;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2024;00:50;A 16;1;0;0;3;11;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
