Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B
21.11.2024;01:00;A 35;1;1;0;0;0;0;0;0;0;1;14;2;12;1;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:59;A 35;1;0;0;0;0;2;2;2;16;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:58;A 35;1;0;0;0;0;1;1;1;6;0;0;0;0;1;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:57;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:56;A 35;1;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:55;A 35;1;0;0;0;0;1;0;1;3;0;0;0;0;1;3;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:54;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:53;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:52;A 35;1;0;0;0;0;0;0;1;4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:51;A 35;1;0;0;0;0;1;4;1;5;1;30;1;7;2;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:50;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:49;A 35;1;0;0;0;0;2;3;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:48;A 35;1;0;0;0;0;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:47;A 35;1;0;0;0;0;2;2;2;13;0;0;0;0;1;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:46;A 35;1;0;0;0;0;2;2;2;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:45;A 35;1;0;0;0;0;0;0;0;0;1;1;0;0;1;6;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:44;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:43;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:42;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:41;A 35;1;0;0;0;0;2;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:40;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:39;A 35;1;0;0;0;0;2;2;2;9;0;0;0;0;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:38;A 35;1;0;0;0;0;1;0;1;2;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:37;A 35;1;0;0;0;0;1;1;1;4;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:36;A 35;1;0;0;0;0;1;4;1;54;0;0;0;0;2;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:35;A 35;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:34;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:33;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:32;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:31;A 35;1;0;0;0;0;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:30;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:29;A 35;1;0;0;0;0;1;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:28;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:27;A 35;1;1;0;1;6;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:26;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:25;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:24;A 35;1;0;0;0;0;0;0;0;0;0;0;1;2;1;4;1;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:23;A 35;1;0;0;0;0;2;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:22;A 35;1;0;0;0;0;1;0;1;2;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:21;A 35;1;0;0;0;0;0;0;0;0;1;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:20;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:19;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:18;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:17;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:16;A 35;1;0;0;0;0;1;0;1;4;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:15;A 35;1;2;0;1;6;1;0;2;4;1;4;0;9;2;1;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:14;A 35;1;0;0;0;0;1;3;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:13;A 35;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:12;A 35;1;0;0;0;0;0;0;0;0;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:11;A 35;1;0;0;0;0;2;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:10;A 35;1;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:09;A 35;1;0;0;0;0;1;5;1;8;0;0;0;0;2;3;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:08;A 35;1;0;0;0;0;1;5;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:07;A 35;1;0;0;0;0;1;1;2;2;0;0;0;0;1;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:06;A 35;1;0;0;0;0;1;1;2;5;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:05;A 35;1;0;0;0;0;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:04;A 35;1;0;0;0;0;2;14;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:03;A 35;1;0;0;0;0;1;0;1;3;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:02;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:01;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.11.2024;00:00;A 35;1;2;0;0;0;0;0;0;0;0;0;0;0;2;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:59;A 35;1;0;0;0;0;2;2;4;10;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:58;A 35;1;0;0;0;0;1;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:57;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:56;A 35;1;0;0;0;0;1;1;2;4;0;0;0;0;2;2;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:55;A 35;1;0;0;0;0;1;1;3;7;0;0;0;0;1;3;3;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:54;A 35;1;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:53;A 35;1;0;0;0;0;2;5;1;41;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.11.2024;23:52;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
