Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
22.04.2024;00:33;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:32;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:31;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:30;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:29;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:23;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:22;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:20;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:18;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:17;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:14;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:08;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:04;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:03;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:00;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:57;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:56;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:55;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:52;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:50;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:49;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:44;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:43;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:28;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:25;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:24;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:17;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:16;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:10;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:09;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:07;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:03;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;23:01;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:59;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:55;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:50;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:41;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:39;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:36;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:32;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:27;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:25;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:24;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:21;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:20;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:19;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:16;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:12;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:09;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:06;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:04;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:03;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:01;A140;1;0;0;0;0;0;0;0;0
21.04.2024;22:00;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:57;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:51;A140;1;0;0;0;0;1;1;0;0
21.04.2024;21:50;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:49;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:44;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:43;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:40;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:36;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:35;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:31;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:25;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:24;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:20;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:16;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:14;A140;1;1;1;0;0;0;0;0;0
21.04.2024;21:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:10;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:08;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:07;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:06;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:03;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;21:01;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:45;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:43;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:38;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:36;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:34;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:33;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:31;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:27;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:24;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:23;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:21;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:20;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:19;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:15;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:14;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:10;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:09;A140;1;0;0;0;0;0;0;0;0
21.04.2024;20:06;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:57;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:52;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:50;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:44;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:43;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:41;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:40;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:38;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:31;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:27;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:25;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:20;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:19;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:17;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:12;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:08;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:06;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:05;A140;1;0;0;0;0;0;0;0;0
21.04.2024;19:01;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:59;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:56;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:55;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:53;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:52;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:51;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:49;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:45;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:44;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:43;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:41;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:38;A140;1;0;0;0;0;2;3;0;0
21.04.2024;18:36;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:33;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:31;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:29;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:28;A140;1;0;0;1;1;0;0;0;0
21.04.2024;18:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:20;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:15;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:12;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:07;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:05;A140;1;0;0;0;0;0;0;0;0
21.04.2024;18:04;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:53;A140;1;0;0;0;0;1;1;0;0
21.04.2024;17:51;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:45;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:36;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:33;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:31;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:27;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:26;A140;1;0;0;0;0;1;3;0;0
21.04.2024;17:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:20;A140;1;1;1;1;2;0;0;0;0
21.04.2024;17:19;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:18;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:17;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:15;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:14;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:10;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:09;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:08;A140;1;0;0;0;0;0;0;0;0
21.04.2024;17:07;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:57;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:55;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:53;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:52;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:41;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:40;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:34;A140;1;0;0;0;0;1;1;0;0
21.04.2024;16:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:29;A140;1;0;0;0;0;3;4;0;0
21.04.2024;16:28;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:27;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:20;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:18;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:17;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:11;A140;1;2;3;1;1;0;0;0;0
21.04.2024;16:10;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:07;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:06;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:05;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:04;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:03;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;16:01;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:59;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:57;A140;1;0;0;0;0;1;1;0;0
21.04.2024;15:56;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:55;A140;1;1;1;1;2;0;0;0;0
21.04.2024;15:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:52;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:45;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:40;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:32;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:31;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:28;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:27;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:25;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:24;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:21;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:17;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:16;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:14;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:11;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:07;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:03;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;15:01;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:59;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:58;A140;1;1;1;1;1;0;0;0;0
21.04.2024;14:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:53;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:44;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:40;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:39;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:38;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:34;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:33;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:32;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:25;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:23;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:19;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:18;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:16;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:15;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:11;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:10;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:09;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:08;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:06;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:03;A140;1;0;0;0;0;0;0;0;0
21.04.2024;14:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:56;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:55;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:51;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:50;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:49;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:46;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:45;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:43;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:40;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:39;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:33;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:28;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:27;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:24;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:23;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:21;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:19;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:18;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:17;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:16;A140;1;0;0;0;0;1;1;0;0
21.04.2024;13:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:12;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:08;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:07;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:05;A140;1;0;0;0;0;0;0;0;0
21.04.2024;13:03;A140;1;0;0;0;0;1;1;0;0
21.04.2024;13:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:59;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:57;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:55;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:52;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:49;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:47;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:46;A140;1;1;1;0;0;0;0;0;0
21.04.2024;12:45;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:44;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:43;A140;1;0;0;0;0;1;1;0;0
21.04.2024;12:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:41;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:40;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:39;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:36;A140;1;0;0;0;0;2;3;0;0
21.04.2024;12:35;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:34;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:33;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:29;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:28;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:24;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:17;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:15;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:13;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:12;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:09;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:08;A140;1;0;0;0;0;0;0;0;0
21.04.2024;12:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:59;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:58;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:57;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:54;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:51;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:50;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:46;A140;1;1;1;0;0;0;0;0;0
21.04.2024;11:44;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:39;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:38;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:37;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:36;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:33;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:31;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:30;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:28;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:26;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:23;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:22;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:19;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:18;A140;1;0;0;0;0;2;3;0;0
21.04.2024;11:16;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:14;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:12;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:05;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:02;A140;1;0;0;0;0;0;0;0;0
21.04.2024;11:00;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:57;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:56;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:55;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:53;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:50;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:48;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:46;A140;1;1;1;0;0;0;0;0;0
21.04.2024;10:45;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:43;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:42;A140;1;0;0;0;0;0;0;0;0
21.04.2024;10:41;A140;1;0;0;0;0;0;0;0;0
