Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
06.07.2024;02:00;A 94;1;0;0;3;6;1;3;4;9;0;0;2;8;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;2;0;0;0;0;1;2;3;3
06.07.2024;01:59;A 94;1;0;0;0;0;5;14;1;3;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
06.07.2024;01:58;A 94;1;0;0;3;7;3;7;1;3;0;0;1;4;0;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;1;1;0;0;1;13;3;4
06.07.2024;01:57;A 94;1;0;0;0;0;2;6;0;0;0;0;3;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;5;4;4;1;19;0;0;1;1
06.07.2024;01:56;A 94;1;0;0;0;0;1;5;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
06.07.2024;01:55;A 94;1;0;0;0;0;3;5;0;0;0;0;2;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;3;3;2;2;0;0;0;0;0;0
06.07.2024;01:54;A 94;1;0;0;8;15;3;6;0;0;0;0;5;16;1;3;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;5;5;2;2;0;0;3;51;6;6
06.07.2024;01:53;A 94;1;0;0;0;0;1;2;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;1;0;0;0;0;0;0;0;0
06.07.2024;01:52;A 94;1;0;0;0;0;2;5;2;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1;0;0;0;0;0;0
06.07.2024;01:51;A 94;1;0;0;0;0;3;7;0;0;0;0;2;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0
06.07.2024;01:50;A 94;1;0;0;0;4;2;4;3;4;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;0;0;1;36;0;0
