Datum;Uhrzeit;Bezeichnung;Intervall;V11Z;V11B;V12Z;V12B;V13Z;V13B;D21Z;D21B;V31Z;V31B;V32Z;V32B;V33Z;V33B;V41Z;V41B;V42Z;V42B;V43Z;V43B;T1-T2_Anf_32Z;T1-T2_Anf_32B;T3-T4_Anf_38Z;T3-T4_Anf_38B;V14Z;V14B;V40Z;V40B;T5-T6_Anf_31Z;T5-T6_Anf_31B
02.11.2024;01:00;A181;1;0;0;3;5;2;7;0;100;0;0;1;3;1;2;1;1;1;1;1;1;0;0;0;0;1;2;0;0;0;0
02.11.2024;00:59;A181;1;2;4;2;4;3;7;0;100;0;0;2;5;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
02.11.2024;00:58;A181;1;2;1;6;9;5;20;0;100;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:57;A181;1;0;0;1;3;1;5;0;100;0;0;4;4;3;7;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
02.11.2024;00:56;A181;1;0;0;1;3;1;5;0;100;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:55;A181;1;0;0;0;0;0;0;0;100;0;0;2;5;3;4;3;17;0;0;1;27;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:54;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:53;A181;1;0;0;1;3;1;8;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
02.11.2024;00:52;A181;1;0;0;0;1;0;1;0;100;0;0;3;6;3;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:51;A181;1;0;0;1;2;1;3;0;100;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;1;2;0;0;0;0
02.11.2024;00:50;A181;1;0;0;1;1;2;5;0;100;0;0;1;3;1;4;1;50;2;24;3;13;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:49;A181;1;0;0;1;1;1;3;0;100;0;0;1;4;1;2;2;17;0;0;0;0;0;0;0;0;1;2;0;0;0;0
02.11.2024;00:48;A181;1;0;0;1;2;2;4;0;100;0;0;0;0;1;1;3;10;0;0;1;2;0;0;0;0;2;5;1;1;0;0
02.11.2024;00:47;A181;1;0;0;2;3;2;6;0;100;0;0;2;8;4;8;1;43;0;0;0;0;0;0;0;0;0;0;1;1;0;0
02.11.2024;00:46;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;3;0;0;0;0;0;0
02.11.2024;00:45;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;2;0;16;0;3;0;0;0;0;0;0;1;2;0;0;0;0
02.11.2024;00:44;A181;1;0;0;2;5;2;9;0;100;0;0;2;5;3;3;2;8;1;2;2;3;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:43;A181;1;0;0;1;3;1;6;0;100;0;0;4;7;3;4;1;1;0;0;0;0;0;0;0;0;1;4;0;0;0;0
02.11.2024;00:42;A181;1;0;0;0;14;0;14;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
02.11.2024;00:41;A181;1;0;0;3;21;3;29;0;100;0;0;1;3;3;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:40;A181;1;0;0;1;1;1;2;0;100;0;0;0;0;1;2;1;2;1;53;0;0;0;0;0;0;1;4;0;0;0;0
02.11.2024;00:39;A181;1;0;0;1;11;2;22;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:38;A181;1;0;0;3;7;2;9;0;100;0;0;1;3;1;4;2;2;1;1;0;0;0;0;0;0;0;0;2;2;0;0
