Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D21Z;D21B;D31Z;D31B;D41Z;D41B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B
25.06.2024;02:00;A111;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:59;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
25.06.2024;01:58;A111;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0
25.06.2024;01:57;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:56;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:55;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
25.06.2024;01:54;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:53;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:52;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:51;A111;1;0;0;0;8;1;1;0;0;0;0;0;0;0;0
25.06.2024;01:50;A111;1;0;0;1;36;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:49;A111;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:48;A111;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:47;A111;1;1;1;0;0;2;1;0;0;0;0;0;0;0;0
25.06.2024;01:46;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:45;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:44;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:43;A111;1;0;0;1;43;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:42;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:41;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:40;A111;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:39;A111;1;0;0;2;6;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:38;A111;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:37;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:36;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:35;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:34;A111;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
25.06.2024;01:33;A111;1;1;1;0;0;0;0;1;2;0;0;0;0;0;0
25.06.2024;01:32;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:31;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:30;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:29;A111;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0
25.06.2024;01:28;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:27;A111;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:26;A111;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0
25.06.2024;01:25;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
25.06.2024;01:24;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:23;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;01:22;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
25.06.2024;01:21;A111;1;0;0;0;22;0;0;0;0;0;0;0;0;0;0
