Datum;Uhrzeit;Bezeichnung;Intervall;ReserveZ;ReserveB;V12Z;V12B;V21Z;V21B;V22Z;V22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;D32Z;D32B;AF_T1_T2Z;AF_T1_T2B;AF_T3_T4Z;AF_T3_T4B;AF_BS_32Z;AF_BS_32B;AF_BS_35Z;AF_BS_35B;AF_BS_38Z;AF_BS_38B;AF_BS_41Z;AF_BS_41B
04.04.2024;01:06;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:05;A 28;1;0;0;0;0;0;0;1;1;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:04;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:03;A 28;1;0;0;0;0;0;0;0;0;0;0;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:02;A 28;1;0;0;1;5;0;0;2;15;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:01;A 28;1;0;0;0;0;0;0;2;3;1;18;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:00;A 28;1;0;0;0;0;0;0;3;6;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:59;A 28;1;0;0;1;6;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:58;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:57;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:56;A 28;1;0;0;0;0;0;0;0;0;1;2;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:55;A 28;1;0;0;0;0;0;0;2;5;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:54;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:53;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:52;A 28;1;0;0;0;0;0;0;2;10;0;0;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:51;A 28;1;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:50;A 28;1;0;0;0;0;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:49;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:48;A 28;1;0;0;0;0;0;0;1;7;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:47;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:46;A 28;1;0;0;0;0;0;0;1;16;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:45;A 28;1;0;0;3;37;0;0;2;5;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:44;A 28;1;0;0;0;66;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:43;A 28;1;0;0;2;64;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:42;A 28;1;0;0;2;10;0;0;1;8;1;45;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:41;A 28;1;0;0;1;2;0;0;1;12;1;14;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:40;A 28;1;0;0;0;0;0;0;0;0;1;3;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:39;A 28;1;0;0;0;0;0;0;1;20;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:38;A 28;1;0;0;0;0;0;0;1;11;1;6;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:37;A 28;1;0;0;0;0;0;0;0;0;1;8;1;4;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:36;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:35;A 28;1;0;0;0;0;0;0;2;6;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:34;A 28;1;0;0;0;9;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:33;A 28;1;0;0;2;47;0;0;2;11;1;1;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:32;A 28;1;0;0;0;0;0;0;0;0;1;3;0;9;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:31;A 28;1;0;0;0;0;0;0;1;2;3;13;1;7;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:30;A 28;1;0;0;0;0;0;0;1;6;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:29;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:28;A 28;1;0;0;0;21;0;0;1;13;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:27;A 28;1;0;0;1;57;0;1;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:26;A 28;1;0;0;1;39;1;2;1;11;1;7;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:25;A 28;1;0;0;0;3;0;0;1;7;1;12;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:24;A 28;1;0;0;1;6;0;0;2;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:23;A 28;1;0;0;0;0;0;0;1;8;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:22;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:21;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:20;A 28;1;0;0;0;0;0;0;0;0;1;14;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:19;A 28;1;0;0;0;0;0;0;0;0;1;2;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:18;A 28;1;0;0;0;0;0;0;1;15;3;8;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:17;A 28;1;0;0;0;0;0;0;1;21;1;3;1;4;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:16;A 28;1;0;0;0;0;0;0;1;33;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:15;A 28;1;0;0;1;21;0;0;2;78;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:14;A 28;1;0;0;0;0;0;0;0;0;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:13;A 28;1;0;0;0;8;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:12;A 28;1;0;0;1;66;0;0;1;3;2;6;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:11;A 28;1;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:10;A 28;1;0;0;0;0;1;1;3;27;2;9;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:09;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:08;A 28;1;0;0;1;8;0;0;0;0;1;4;1;5;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:07;A 28;1;0;0;0;0;0;0;1;2;1;6;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:06;A 28;1;0;0;0;0;0;0;1;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:05;A 28;1;0;0;0;0;0;0;1;6;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:04;A 28;1;0;0;0;0;0;0;2;4;1;10;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:03;A 28;1;0;0;0;0;0;0;1;3;1;5;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:02;A 28;1;0;0;0;0;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:01;A 28;1;0;0;0;15;0;0;1;4;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;00:00;A 28;1;0;0;1;31;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:59;A 28;1;0;0;0;0;0;0;2;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:58;A 28;1;0;0;0;0;0;0;0;14;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:57;A 28;1;0;0;1;54;0;0;1;56;2;4;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:56;A 28;1;0;0;0;45;0;0;1;40;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:55;A 28;1;0;0;1;3;0;0;1;12;1;25;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:54;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:53;A 28;1;0;0;2;3;1;1;2;33;3;13;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:52;A 28;1;0;0;0;10;0;0;3;16;2;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;1;1
03.04.2024;23:51;A 28;1;0;0;1;89;0;0;2;6;1;14;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:50;A 28;1;0;0;1;7;0;0;1;2;2;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:49;A 28;1;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:48;A 28;1;0;0;0;0;0;0;1;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:47;A 28;1;0;0;0;0;0;0;1;11;0;0;1;39;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:46;A 28;1;0;0;1;11;0;0;0;0;2;14;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:45;A 28;1;0;0;1;72;0;0;1;2;2;6;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:44;A 28;1;0;0;1;9;0;0;1;2;1;4;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:43;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:42;A 28;1;0;0;0;0;0;0;1;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:41;A 28;1;0;0;2;3;0;0;2;10;1;14;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:40;A 28;1;0;0;0;23;0;0;1;2;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:39;A 28;1;0;0;1;53;0;0;1;16;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:38;A 28;1;0;0;1;71;0;0;1;8;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:37;A 28;1;0;0;1;7;0;0;0;0;1;21;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:36;A 28;1;0;0;0;0;0;0;0;1;3;13;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:35;A 28;1;0;0;0;0;0;0;1;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:34;A 28;1;0;0;1;10;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:33;A 28;1;0;0;0;0;0;0;2;9;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:32;A 28;1;0;0;0;0;0;0;3;8;1;14;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:31;A 28;1;0;0;1;2;0;0;2;6;2;9;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:30;A 28;1;0;0;1;5;0;0;2;24;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:29;A 28;1;0;0;0;0;0;0;2;6;2;7;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:28;A 28;1;0;0;1;12;0;0;1;2;1;2;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:27;A 28;1;0;0;1;22;0;0;1;4;2;8;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:26;A 28;1;0;0;1;5;0;0;1;6;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:25;A 28;1;0;0;0;0;0;0;3;60;2;18;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:24;A 28;1;0;0;0;0;1;1;3;54;1;18;1;5;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:23;A 28;1;0;0;1;2;0;0;1;2;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:22;A 28;1;0;0;1;11;0;0;0;0;1;6;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:21;A 28;1;0;0;2;4;0;0;2;4;2;15;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:20;A 28;1;0;0;0;0;2;2;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:19;A 28;1;0;0;0;0;0;0;0;66;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:18;A 28;1;0;0;0;0;0;0;2;13;3;18;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:17;A 28;1;0;0;0;0;0;0;1;4;3;19;2;5;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:16;A 28;1;0;0;1;47;2;2;4;11;2;9;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:15;A 28;1;0;0;3;20;0;0;3;54;3;14;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:14;A 28;1;0;0;0;41;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:13;A 28;1;0;0;1;11;0;0;1;2;1;17;1;5;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:12;A 28;1;0;0;0;0;0;0;0;0;2;5;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:11;A 28;1;0;0;2;9;0;0;2;33;4;19;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:10;A 28;1;0;0;0;0;0;0;1;5;1;13;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:09;A 28;1;0;0;0;77;0;0;1;4;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:08;A 28;1;0;0;1;99;0;0;3;22;2;5;1;3;0;100;0;100;0;0;0;0;0;0;0;0;0;0;1;1
03.04.2024;23:07;A 28;1;0;0;0;0;0;0;1;4;1;7;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:06;A 28;1;0;0;0;25;0;0;1;7;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:05;A 28;1;0;0;2;36;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:04;A 28;1;0;0;0;0;0;0;0;0;3;10;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:03;A 28;1;0;0;1;44;0;0;3;8;2;8;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:02;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:01;A 28;1;0;0;0;88;0;0;2;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;23:00;A 28;1;0;0;4;10;0;0;2;6;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;22:59;A 28;1;0;0;2;29;2;2;1;3;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;22:58;A 28;1;0;0;1;32;0;0;1;51;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;22:57;A 28;1;0;0;0;0;0;0;4;27;1;5;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2024;22:56;A 28;1;0;0;0;0;0;0;1;27;1;4;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
