Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
18.03.2025;01:00;A182;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:59;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:58;A182;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:57;A182;1;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0
18.03.2025;00:56;A182;1;1;4;1;2;1;42;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:55;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:54;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:53;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
18.03.2025;00:52;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:51;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:50;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:49;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:48;A182;1;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0
18.03.2025;00:47;A182;1;0;0;0;0;0;0;1;31;0;0;0;0;0;0;0;0
18.03.2025;00:46;A182;1;0;0;1;2;0;28;0;0;0;0;0;0;1;1;0;0
18.03.2025;00:45;A182;1;1;3;0;0;1;50;0;0;0;0;0;0;1;1;0;0
18.03.2025;00:44;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:43;A182;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;6
18.03.2025;00:42;A182;1;2;6;1;2;0;0;0;0;0;0;0;0;1;1;0;0
18.03.2025;00:41;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
18.03.2025;00:40;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:39;A182;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:38;A182;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0
18.03.2025;00:37;A182;1;0;0;1;5;0;0;1;70;0;0;0;0;0;0;0;0
18.03.2025;00:36;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:35;A182;1;1;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:34;A182;1;1;11;2;9;0;0;0;0;0;0;0;0;1;1;0;0
18.03.2025;00:33;A182;1;0;0;1;4;0;27;1;2;0;0;0;0;0;0;0;0
18.03.2025;00:32;A182;1;0;0;0;0;1;70;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:31;A182;1;0;0;1;3;1;31;1;32;0;0;0;0;2;1;0;0
18.03.2025;00:30;A182;1;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:29;A182;1;1;2;2;8;0;0;0;0;0;0;2;1;4;2;0;0
18.03.2025;00:28;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:27;A182;1;0;0;0;0;0;0;0;61;0;0;0;0;2;1;0;0
18.03.2025;00:26;A182;1;0;0;0;0;0;0;1;44;0;0;0;0;1;1;0;0
18.03.2025;00:25;A182;1;0;0;1;4;1;32;0;0;0;0;3;4;4;7;0;0
18.03.2025;00:24;A182;1;0;0;1;4;1;33;0;0;0;0;0;0;0;0;0;0
18.03.2025;00:23;A182;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
18.03.2025;00:22;A182;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
18.03.2025;00:21;A182;1;2;13;3;13;2;7;1;11;0;0;0;0;1;4;1;1
