Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D31Z;D31B;D41Z;D41B;D42Z;D42B;H57_M1_1137Z;H57_M1_1137B;A57_M2_1138Z;A57_M2_1138B;H53_M3_3006Z;H53_M3_3006B;A53_M5_3007Z;A53_M5_3007B;H53_M6_1140Z;H53_M6_1140B;D43Z;D43B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
03.03.2024;01:00;A  5;1;1;49;2;1;0;0;0;100;2;19;3;8;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:59;A  5;1;0;0;0;0;0;0;0;100;0;0;2;3;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:58;A  5;1;0;6;1;2;0;0;0;100;1;2;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:57;A  5;1;1;29;1;0;0;0;0;100;0;0;2;3;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:56;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:55;A  5;1;0;0;0;0;0;0;0;100;2;3;1;1;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:54;A  5;1;0;0;0;0;0;0;0;100;1;2;1;1;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:53;A  5;1;0;0;0;0;0;0;0;100;0;0;1;1;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
03.03.2024;00:52;A  5;1;1;1;0;44;1;45;0;100;0;89;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
03.03.2024;00:51;A  5;1;0;0;3;9;0;0;0;100;1;58;2;2;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
