Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
23.03.2024;01:00;A 70;1;0;0;1;58;1;33;2;3;2;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:59;A 70;1;0;0;1;36;1;71;0;0;1;0;0;0;1;18;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:58;A 70;1;0;0;0;0;0;46;0;0;1;1;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:57;A 70;1;0;8;0;0;1;25;0;0;1;1;0;0;0;53;0;100;1;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:56;A 70;1;1;1;0;0;0;0;1;1;0;0;0;0;1;19;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:55;A 70;1;0;0;0;0;0;0;0;0;3;2;0;0;2;17;0;100;4;2;0;0;0;0;;;;;;;;;;
23.03.2024;00:54;A 70;1;0;0;1;49;1;0;3;6;1;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:53;A 70;1;0;0;1;21;0;0;2;2;2;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:52;A 70;1;0;0;2;72;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:51;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:50;A 70;1;1;39;0;0;0;0;3;3;2;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:49;A 70;1;0;0;2;45;1;0;1;1;0;0;0;0;3;74;0;100;1;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:48;A 70;1;0;0;1;70;0;0;0;0;2;1;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
23.03.2024;00:47;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;69;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:46;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:45;A 70;1;0;0;0;43;2;19;1;1;3;3;0;0;1;1;0;100;1;4;0;0;0;0;;;;;;;;;;
23.03.2024;00:44;A 70;1;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:43;A 70;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;100;1;3;0;0;0;0;;;;;;;;;;
23.03.2024;00:42;A 70;1;0;0;0;0;0;0;2;3;2;1;0;0;1;2;0;100;1;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:41;A 70;1;0;0;2;8;2;1;3;4;5;4;0;0;1;7;0;100;1;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:40;A 70;1;0;0;1;64;0;0;2;2;3;3;0;0;1;24;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:39;A 70;1;0;0;0;0;1;55;0;0;1;1;0;0;2;7;0;100;1;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:38;A 70;1;0;0;0;0;0;0;0;0;2;1;0;0;1;68;0;100;3;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:37;A 70;1;0;0;1;22;2;23;0;0;3;1;0;0;1;1;0;100;2;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:36;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;63;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:35;A 70;1;0;0;0;0;0;41;0;0;2;2;0;0;1;4;0;100;2;2;0;0;0;0;;;;;;;;;;
23.03.2024;00:34;A 70;1;0;0;0;0;1;30;1;1;1;1;0;0;0;0;0;100;1;37;0;0;0;0;;;;;;;;;;
23.03.2024;00:33;A 70;1;0;0;0;0;1;3;1;2;1;22;0;0;1;2;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:32;A 70;1;2;2;0;0;0;0;2;3;1;27;0;0;0;8;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:31;A 70;1;0;0;1;1;1;1;0;0;0;0;0;0;1;60;0;100;1;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:30;A 70;1;1;71;0;0;0;0;1;1;0;0;0;0;1;22;0;100;1;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:29;A 70;1;0;0;2;52;1;1;2;2;2;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:28;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;100;1;1;0;0;0;0;;;;;;;;;;
23.03.2024;00:27;A 70;1;0;0;0;0;0;0;2;2;2;1;0;0;1;28;0;100;0;0;0;0;0;0;;;;;;;;;;
23.03.2024;00:26;A 70;1;0;0;0;0;0;0;2;2;4;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
