Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D21Z;D21B;D31Z;D31B;D41Z;D41B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B
28.05.2024;02:00;A111;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:59;A111;1;0;0;1;11;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:58;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:57;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:56;A111;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
28.05.2024;01:55;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:54;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:53;A111;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:52;A111;1;0;0;1;33;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:51;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:50;A111;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:49;A111;1;0;0;2;11;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:48;A111;1;0;0;2;20;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:47;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:46;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:45;A111;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:44;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:43;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:42;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:41;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:40;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:39;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:38;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:37;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:36;A111;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:35;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:34;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:33;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:32;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:31;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:30;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:29;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:28;A111;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:27;A111;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:26;A111;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:25;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:24;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:23;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:22;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:21;A111;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0
28.05.2024;01:20;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:19;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:18;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:17;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:16;A111;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:15;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:14;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:13;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:12;A111;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:11;A111;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0
28.05.2024;01:10;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:09;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:08;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:07;A111;1;0;0;1;2;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:06;A111;1;2;4;0;0;0;0;0;27;0;0;0;0;0;0
28.05.2024;01:05;A111;1;0;0;0;0;2;2;1;39;0;0;0;0;0;0
28.05.2024;01:04;A111;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:03;A111;1;0;0;1;45;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:02;A111;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
28.05.2024;01:01;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;01:00;A111;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0
28.05.2024;00:59;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:58;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:57;A111;1;1;2;1;14;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:56;A111;1;2;3;2;51;3;3;0;0;0;0;0;0;0;0
28.05.2024;00:55;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:54;A111;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:53;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:52;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:51;A111;1;0;0;1;1;1;5;0;0;0;0;0;0;1;3
28.05.2024;00:50;A111;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0
28.05.2024;00:49;A111;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:48;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:47;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:46;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:45;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:44;A111;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:43;A111;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0
28.05.2024;00:42;A111;1;0;0;2;5;1;0;0;0;0;0;0;0;0;0
28.05.2024;00:41;A111;1;0;0;1;47;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:40;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:39;A111;1;2;2;0;1;1;1;1;1;0;0;0;0;0;0
28.05.2024;00:38;A111;1;0;0;1;0;2;2;0;0;0;0;0;0;0;0
28.05.2024;00:37;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:36;A111;1;0;0;0;0;3;3;0;0;0;0;0;0;0;0
28.05.2024;00:35;A111;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:34;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:33;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:32;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:31;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:30;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:29;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:28;A111;1;2;22;0;0;1;1;1;0;0;0;0;0;0;0
28.05.2024;00:27;A111;1;0;0;2;4;2;2;0;0;0;0;0;0;0;0
28.05.2024;00:26;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:25;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:24;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:23;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:22;A111;1;1;1;2;2;0;8;0;0;0;0;0;0;1;3
28.05.2024;00:21;A111;1;0;0;0;0;4;30;0;0;0;0;0;0;0;0
28.05.2024;00:20;A111;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:19;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:18;A111;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:17;A111;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0
28.05.2024;00:16;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:15;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:14;A111;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0
28.05.2024;00:13;A111;1;0;0;0;0;3;4;0;0;0;0;0;0;0;0
28.05.2024;00:12;A111;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:11;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:10;A111;1;0;0;1;52;1;1;0;0;0;0;1;3;0;0
28.05.2024;00:09;A111;1;1;2;0;0;4;3;0;0;1;3;0;0;0;0
28.05.2024;00:08;A111;1;0;0;0;41;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:07;A111;1;0;0;1;22;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:06;A111;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:05;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:04;A111;1;2;2;0;0;1;1;0;0;0;0;0;0;0;0
28.05.2024;00:03;A111;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0
28.05.2024;00:02;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2024;00:01;A111;1;1;1;2;15;1;2;0;0;0;0;0;0;0;0
28.05.2024;00:00;A111;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
27.05.2024;23:59;A111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.05.2024;23:58;A111;1;1;2;0;0;1;2;0;0;0;0;0;0;0;0
