Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;V351Z;V351B;TF35Z;TF35B;TF35aZ;TF35aB;TBS35Z;TBS35B;TBS35aZ;TBS35aB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;MP_A81_MP3Z;MP_A81_MP3B;MP_A77_MP1Z;MP_A77_MP1B;MP_A51_MP4Z;MP_A51_MP4B;MP_A77_MP2Z;MP_A77_MP2B
03.08.2024;02:00;A 77;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:59;A 77;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:58;A 77;1;2;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:57;A 77;1;0;0;3;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:56;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:55;A 77;1;1;6;1;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:54;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:53;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:52;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:51;A 77;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:50;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:49;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:48;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:47;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:46;A 77;1;0;0;2;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:45;A 77;1;1;8;4;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:44;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:43;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:42;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:41;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:40;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:39;A 77;1;0;0;2;19;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:38;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:37;A 77;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:36;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:35;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
03.08.2024;01:34;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
