Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
11.05.2024;02:00;A 36;1;0;0;2;4;0;0;0;0;1;43;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;7;0;0;0;0;0;0;1;12;1;7;0;0;0;0;0;3;2;5;0;0;0;0;0;0;1;25;0;0;1;1;1;5;1;8;0;0
11.05.2024;01:59;A 36;1;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:58;A 36;1;1;1;3;27;0;0;0;0;3;38;0;0;0;0;0;0;1;1;0;0;1;61;1;2;1;4;1;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;1;28;0;0;0;0;2;7;1;7;0;0
11.05.2024;01:57;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;1;35;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:56;A 36;1;1;26;1;20;1;15;0;0;1;8;2;7;0;0;0;0;1;7;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;1;1;0;0;2;32;0;0;0;0;0;0;2;29
11.05.2024;01:55;A 36;1;1;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;2;9;0;0
11.05.2024;01:54;A 36;1;0;0;2;45;1;22;0;0;1;10;1;11;0;0;0;0;1;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:53;A 36;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;2;2;1;1;1;27;0;0;3;13;2;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31;1;1;1;22;0;0;1;7;1;5;2;5
11.05.2024;01:52;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;2;4;0;0;3;5;0;0
11.05.2024;01:51;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;1;1;1;5;0;0;0;0;1;1;1;20;0;0;0;0;6;10;1;19
11.05.2024;01:50;A 36;1;0;0;1;19;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;46;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:49;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;2;8;0;0;0;0;1;1;1;1;0;0;0;0;1;6;0;0;0;0
11.05.2024;01:48;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:47;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0
11.05.2024;01:46;A 36;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;1;63;0;0;1;3;1;6;1;4;0;5;0;0;1;1;1;6;0;0;0;0;2;5;1;8;0;0;3;24;0;0;0;0;0;0;4;28;0;0;0;0
11.05.2024;01:45;A 36;1;0;0;1;41;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;0;0;1;27;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;1;41;0;0;0;0;0;0;1;2
11.05.2024;01:44;A 36;1;0;1;1;33;0;0;0;0;2;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0
11.05.2024;01:43;A 36;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;24;0;0;0;0;3;6;1;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:42;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:41;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;1;4;0;0;0;0;0;0;0;0;0;0;1;33;0;0;0;0;0;0;2;6;0;0;1;1;1;2;0;0;0;0;1;2;2;7;0;0
11.05.2024;01:40;A 36;1;0;0;1;31;1;22;0;0;1;9;2;10;0;0;0;0;1;4;0;0;1;36;0;0;0;11;0;0;0;2;0;0;0;0;0;0;1;22;0;0;0;0;0;0;2;4;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:39;A 36;1;0;0;2;9;2;2;0;0;2;7;2;13;0;0;0;0;0;0;0;0;1;38;0;0;1;0;1;2;2;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;1;1;0;0;1;6;0;0
11.05.2024;01:38;A 36;1;1;1;2;3;1;26;0;0;4;9;2;10;0;0;1;3;0;0;2;11;0;0;1;7;0;0;1;12;0;0;0;0;1;28;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0
11.05.2024;01:37;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;18;0;0;2;6;1;3;0;0;0;0;0;0;0;0;1;27;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;29;0;0;0;0;0;0;0;0
11.05.2024;01:36;A 36;1;0;0;1;29;1;47;2;6;6;15;1;4;1;11;0;0;0;0;0;0;1;35;0;0;0;0;1;3;2;4;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:35;A 36;1;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1;67;0;0;0;0;1;1;2;3;1;47;0;0;0;0;0;0;2;40;0;0;0;0;0;0;0;0;1;1;1;21;0;0;0;0;1;6;1;6;0;0
11.05.2024;01:34;A 36;1;0;0;1;22;0;0;1;17;1;11;0;0;2;4;0;0;2;2;1;31;1;55;0;0;1;10;1;6;2;4;1;39;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;1;0;8;0;0;1;2;0;0;0;0;0;0
11.05.2024;01:33;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;17;0;0;0;0;1;44;0;24;0;0;0;0;1;5;0;0;0;0;0;0;0;0;1;37;1;22;0;0;0;0;1;3;1;5;0;0
11.05.2024;01:32;A 36;1;1;0;2;55;0;0;0;0;1;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;7;0;0;0;18;1;2;3;11;0;0;0;0;0;0;0;0;0;0;1;18;1;3;1;2;0;0;1;3
11.05.2024;01:31;A 36;1;0;0;1;44;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;64;0;0;1;1;0;0;0;62;0;0;0;38;0;37;0;0;2;22;0;0;1;2;2;3;4;33;0;0;1;43;0;0;0;0;0;0;1;4;0;0;0;0
11.05.2024;01:30;A 36;1;0;0;0;0;0;12;0;0;0;0;0;0;3;5;0;0;0;0;1;6;2;15;0;0;0;0;1;15;4;4;1;41;1;5;0;0;0;0;1;2;2;14;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;1;4
11.05.2024;01:29;A 36;1;0;0;0;0;1;32;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0
11.05.2024;01:28;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0;1;5;1;4;0;0;1;5;0;0;0;0;3;30;1;7;0;0;0;0;5;13;0;0;0;0;1;11;0;0;2;3;0;0;1;7;0;0
11.05.2024;01:27;A 36;1;0;0;1;19;0;0;0;0;1;27;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;8;1;5;0;0;0;0;1;37;0;0;0;0;0;0;1;10;0;0;0;0;0;0;2;3;1;1;0;0;0;0;1;3;1;1;0;0
11.05.2024;01:26;A 36;1;0;0;1;32;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;0;1;2;1;6;0;0;2;50;0;0;0;0;0;0;5;17;0;0;0;0
11.05.2024;01:25;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;1;2;1;5;0;0;0;0;0;15;1;34;0;0;0;0;0;0;4;26;0;0;0;0;0;0;0;0;2;5;4;17;0;0;0;0
11.05.2024;01:24;A 36;1;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;2;37;0;0;0;0;1;1;2;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2024;01:23;A 36;1;0;0;1;20;1;26;0;0;1;27;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;13;0;0;1;1;0;0;1;4
