Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB
16.03.2025;01:00;A 16;1;0;0;2;20;1;3;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:59;A 16;1;0;0;2;14;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:58;A 16;1;0;0;1;7;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:57;A 16;1;0;0;1;4;1;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:56;A 16;1;0;0;3;24;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:55;A 16;1;0;0;3;14;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:54;A 16;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:53;A 16;1;0;0;1;0;1;2;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:52;A 16;1;0;0;2;21;0;0;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:51;A 16;1;1;1;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:50;A 16;1;0;0;4;16;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:49;A 16;1;0;0;1;9;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:48;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:47;A 16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:46;A 16;1;0;0;1;5;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:45;A 16;1;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:44;A 16;1;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:43;A 16;1;0;0;1;6;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:42;A 16;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:41;A 16;1;0;0;2;6;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:40;A 16;1;0;0;4;17;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:39;A 16;1;0;0;0;0;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:38;A 16;1;0;0;1;5;1;2;5;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:37;A 16;1;0;0;0;20;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:36;A 16;1;0;0;3;16;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:35;A 16;1;0;0;5;19;1;2;3;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:34;A 16;1;2;1;1;10;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:33;A 16;1;0;0;4;21;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:32;A 16;1;0;0;1;12;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:31;A 16;1;0;0;1;5;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:30;A 16;1;0;0;0;0;1;32;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:29;A 16;1;0;0;4;12;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:28;A 16;1;0;0;2;19;2;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:27;A 16;1;0;0;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:26;A 16;1;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:25;A 16;1;0;0;2;24;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:24;A 16;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:23;A 16;1;0;0;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:22;A 16;1;0;0;2;13;1;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:21;A 16;1;0;0;2;12;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:20;A 16;1;0;0;4;11;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:19;A 16;1;0;0;2;16;0;0;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:18;A 16;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:17;A 16;1;0;0;1;11;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:16;A 16;1;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:15;A 16;1;0;0;2;22;1;1;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:14;A 16;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:13;A 16;1;0;0;1;9;1;3;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:12;A 16;1;0;0;3;21;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:11;A 16;1;0;0;1;13;0;0;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:10;A 16;1;0;0;1;8;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:09;A 16;1;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:08;A 16;1;0;0;1;12;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:07;A 16;1;2;1;6;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:06;A 16;1;0;0;3;32;1;2;2;7;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:05;A 16;1;1;1;1;13;0;0;3;32;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:04;A 16;1;0;0;1;14;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:03;A 16;1;0;0;1;10;0;0;3;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:02;A 16;1;0;0;1;6;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:01;A 16;1;0;0;2;31;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2025;00:00;A 16;1;0;0;1;13;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:59;A 16;1;0;0;2;15;0;0;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:58;A 16;1;2;2;2;14;1;4;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:57;A 16;1;0;0;2;38;0;0;3;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:56;A 16;1;0;0;1;8;1;1;1;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:55;A 16;1;0;0;1;4;1;3;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:54;A 16;1;1;0;4;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:53;A 16;1;1;1;3;27;0;0;5;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:52;A 16;1;1;1;2;8;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:51;A 16;1;0;0;2;15;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;23:50;A 16;1;0;0;1;5;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
