Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
27.06.2024;02:00;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:59;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:58;A 70;1;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:57;A 70;1;0;0;1;8;0;0;2;2;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:56;A 70;1;0;0;0;26;0;25;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:55;A 70;1;0;0;1;45;1;44;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:54;A 70;1;0;16;0;0;0;16;0;0;2;2;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:53;A 70;1;1;54;0;0;1;20;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:52;A 70;1;0;0;0;0;0;40;1;1;3;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:51;A 70;1;0;0;0;0;2;30;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:50;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;2;42;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:49;A 70;1;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:48;A 70;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:47;A 70;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;100;2;3;0;0;0;0;;;;;;;;;;
27.06.2024;01:46;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:45;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:44;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:43;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:42;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:41;A 70;1;0;0;0;42;1;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:40;A 70;1;0;0;1;25;0;0;2;5;3;3;0;0;0;0;0;100;3;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:39;A 70;1;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:38;A 70;1;0;0;1;48;0;2;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:37;A 70;1;0;0;1;64;1;67;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:36;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
27.06.2024;01:35;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:34;A 70;1;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:33;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:32;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;1;70;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:31;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:30;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:29;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:28;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:27;A 70;1;0;0;1;70;1;67;0;0;1;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:26;A 70;1;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:25;A 70;1;1;6;0;0;0;0;3;3;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:24;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:23;A 70;1;0;0;0;0;2;1;1;5;2;4;0;0;1;56;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:22;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;100;1;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:21;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
27.06.2024;01:20;A 70;1;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:19;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:18;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:17;A 70;1;0;0;0;0;0;24;1;3;3;10;0;0;0;0;0;100;1;33;0;0;0;0;;;;;;;;;;
27.06.2024;01:16;A 70;1;0;0;0;0;1;47;0;0;2;1;0;0;0;0;0;100;5;4;0;0;0;0;;;;;;;;;;
27.06.2024;01:15;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:14;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
27.06.2024;01:13;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:12;A 70;1;0;0;1;2;1;1;0;0;2;2;0;0;0;57;0;100;2;1;0;0;0;0;;;;;;;;;;
27.06.2024;01:11;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;100;1;1;0;0;0;0;;;;;;;;;;
