Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;T1_2Z;T1_2B
27.06.2024;01:18;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;01:17;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;0;0;0;0;0;0;0;0
27.06.2024;01:16;A 96;1;0;100;0;100;1;10;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;01:15;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;0;0;0;0;0;0;0;0
27.06.2024;01:14;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;2;6;0;0;0;0;0;0
27.06.2024;01:13;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;2;2;0;0;0;0;0;0
27.06.2024;01:12;A 96;1;0;100;0;100;0;28;0;100;0;100;0;0;2;3;0;0;0;0;0;0
27.06.2024;01:11;A 96;1;0;100;0;100;1;23;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;01:10;A 96;1;0;100;0;100;1;15;0;100;0;100;1;1;0;0;0;0;0;0;0;0
27.06.2024;01:09;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;1;1;0;0;0;0;0;0
27.06.2024;01:08;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;01:07;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;01:06;A 96;1;0;100;0;100;0;0;0;100;0;100;2;3;0;0;0;0;0;0;0;0
27.06.2024;01:05;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;0;0;0;0;0;0;0;0
27.06.2024;01:04;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;3;0;0;0;0;0;0
27.06.2024;01:03;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;2;0;0;0;0;0;0
27.06.2024;01:02;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;01:01;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;01:00;A 96;1;0;100;0;100;0;16;0;100;0;100;1;1;2;3;0;0;0;0;0;0
27.06.2024;00:59;A 96;1;0;100;0;100;1;42;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:58;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:57;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:56;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;0;0;0;0;0;0;0;0
27.06.2024;00:55;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:54;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;2;0;0;0;0;0;0
27.06.2024;00:53;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:52;A 96;1;0;100;0;100;1;36;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:51;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:50;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:49;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:48;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:47;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:46;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;2;2;0;0;0;0;0;0
27.06.2024;00:45;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;2;1;0;0;0;0;0;0
27.06.2024;00:44;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;1;0;0;0;0;0;0;0
27.06.2024;00:43;A 96;1;0;100;0;100;0;36;0;100;0;100;0;0;1;2;0;0;0;0;0;0
27.06.2024;00:42;A 96;1;0;100;0;100;1;22;0;100;0;100;2;2;0;0;0;0;0;0;0;0
27.06.2024;00:41;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:40;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;1;1;0;0;0;0;0;0
27.06.2024;00:39;A 96;1;0;100;0;100;1;2;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:38;A 96;1;0;100;0;100;1;37;0;100;0;100;2;2;4;4;0;0;0;0;0;0
27.06.2024;00:37;A 96;1;0;100;0;100;0;0;0;100;0;100;0;1;2;3;0;0;0;0;0;0
27.06.2024;00:36;A 96;1;0;100;0;100;0;0;0;100;0;100;1;0;1;1;0;0;0;0;0;0
27.06.2024;00:35;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;2;4;0;0;0;0;0;0
27.06.2024;00:34;A 96;1;0;100;0;100;0;3;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:33;A 96;1;0;100;0;100;1;35;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:32;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:31;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
27.06.2024;00:30;A 96;1;0;100;0;100;1;2;0;100;0;100;2;2;3;4;0;0;0;0;0;0
27.06.2024;00:29;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;0;0;0;0;0;0;0;0
27.06.2024;00:28;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;2;1;0;0;0;0;0;0
27.06.2024;00:27;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;2;3;0;0;0;0;0;0
27.06.2024;00:26;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;3;4;1;2;1;2;0;0
27.06.2024;00:25;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:24;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;3;4;0;0;0;0;0;0
27.06.2024;00:23;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;1;1;0;0;0;0;0;0
27.06.2024;00:22;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;3;2;0;0;0;0;0;0
27.06.2024;00:21;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;1;2;0;0;0;0;0;0
27.06.2024;00:20;A 96;1;0;100;0;100;0;0;0;100;0;100;2;3;1;1;0;0;0;0;0;0
27.06.2024;00:19;A 96;1;0;100;0;100;0;7;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:18;A 96;1;0;100;0;100;1;23;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:17;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;1;2;0;0;0;0;0;0
27.06.2024;00:16;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;1;1;0;0;0;0;0;0
27.06.2024;00:15;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
27.06.2024;00:14;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
27.06.2024;00:13;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:12;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;2;2;0;0;0;0;0;0
27.06.2024;00:11;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;3;4;0;0;0;0;0;0
27.06.2024;00:10;A 96;1;0;100;0;100;0;0;0;100;0;100;2;4;3;4;0;0;0;0;0;0
27.06.2024;00:09;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;3;4;0;0;0;0;0;0
27.06.2024;00:08;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
27.06.2024;00:07;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
27.06.2024;00:06;A 96;1;0;100;0;100;0;0;0;100;0;100;1;0;2;2;0;0;0;0;0;0
27.06.2024;00:05;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
27.06.2024;00:04;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;3;5;0;0;0;0;0;0
27.06.2024;00:03;A 96;1;0;100;0;100;0;0;0;100;0;100;2;6;2;4;0;0;0;0;0;0
27.06.2024;00:02;A 96;1;0;100;0;100;0;29;0;100;0;100;1;2;3;3;0;0;0;0;0;0
27.06.2024;00:01;A 96;1;0;100;0;100;1;71;0;100;0;100;0;0;0;1;0;0;0;0;0;0
27.06.2024;00:00;A 96;1;0;100;0;100;1;3;0;100;0;100;2;2;1;1;0;0;0;0;0;0
26.06.2024;23:59;A 96;1;0;100;0;100;1;23;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;23:58;A 96;1;0;100;0;100;0;0;0;100;0;100;2;4;2;2;0;0;0;0;0;0
26.06.2024;23:57;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;23:56;A 96;1;0;100;0;100;0;0;0;100;0;100;3;3;1;1;0;0;0;0;0;0
26.06.2024;23:55;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;1;2;1;2;0;0
26.06.2024;23:54;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;23:53;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;2;9;0;0;0;0;0;0
26.06.2024;23:52;A 96;1;0;100;0;100;1;1;0;100;0;100;3;2;5;5;0;0;0;0;0;0
26.06.2024;23:51;A 96;1;0;100;0;100;0;20;0;100;0;100;2;5;5;5;0;0;0;0;0;0
26.06.2024;23:50;A 96;1;0;100;0;100;1;54;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;23:49;A 96;1;0;100;0;100;0;0;0;100;0;100;2;4;2;2;0;0;0;0;0;0
26.06.2024;23:48;A 96;1;0;100;0;100;1;37;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;23:47;A 96;1;0;100;0;100;1;16;0;100;0;100;1;0;0;0;0;0;0;0;0;0
26.06.2024;23:46;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;1;1;0;0;0;0;0;0
26.06.2024;23:45;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;3;4
26.06.2024;23:44;A 96;1;0;100;0;100;1;13;0;100;0;100;0;0;1;2;0;0;0;0;0;0
26.06.2024;23:43;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;2;2;0;0;0;0;0;0
26.06.2024;23:42;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;23:41;A 96;1;0;100;0;100;0;0;0;100;0;100;2;1;2;3;0;0;0;0;0;0
26.06.2024;23:40;A 96;1;0;100;0;100;0;3;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;23:39;A 96;1;0;100;0;100;1;45;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;23:38;A 96;1;0;100;0;100;0;17;0;100;0;100;1;1;0;0;0;0;0;0;0;0
26.06.2024;23:37;A 96;1;0;100;0;100;2;4;0;100;0;100;3;4;2;2;0;0;0;0;0;0
26.06.2024;23:36;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;2;2;0;0;0;0;0;0
26.06.2024;23:35;A 96;1;0;100;0;100;2;18;0;100;0;100;1;4;6;8;0;0;0;0;0;0
26.06.2024;23:34;A 96;1;0;100;0;100;0;0;0;100;0;100;2;3;3;3;0;0;0;0;0;0
26.06.2024;23:33;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;0;0;0;0;0;0;0;0
26.06.2024;23:32;A 96;1;0;100;0;100;1;9;0;100;0;100;1;1;2;2;0;0;0;0;0;0
26.06.2024;23:31;A 96;1;0;100;0;100;1;14;0;100;0;100;1;1;1;2;0;0;0;0;0;0
26.06.2024;23:30;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;4;5;0;0;0;0;0;0
26.06.2024;23:29;A 96;1;0;100;0;100;0;0;0;100;0;100;2;3;1;1;0;0;0;0;0;0
26.06.2024;23:28;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;2;2;1;2;1;2;0;0
26.06.2024;23:27;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;5;7;0;0;0;0;0;0
26.06.2024;23:26;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;23:25;A 96;1;0;100;0;100;0;0;0;100;0;100;2;3;1;1;0;0;0;0;0;0
26.06.2024;23:24;A 96;1;0;100;0;100;0;0;0;100;0;100;3;3;1;0;0;0;0;0;0;0
26.06.2024;23:23;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;3;3;0;0;0;0;0;0
26.06.2024;23:22;A 96;1;0;100;0;100;2;23;0;100;0;100;1;1;3;6;0;0;0;0;0;0
26.06.2024;23:21;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;2;2;0;0;0;0;0;0
26.06.2024;23:20;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;3;3;0;0;0;0;0;0
26.06.2024;23:19;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;3;3;0;0;0;0;0;0
26.06.2024;23:18;A 96;1;0;100;0;100;0;56;0;100;0;100;2;3;3;2;0;0;0;0;0;0
26.06.2024;23:17;A 96;1;0;100;0;100;1;4;0;100;0;100;3;6;5;6;0;0;0;0;0;0
26.06.2024;23:16;A 96;1;0;100;0;100;1;3;0;100;0;100;3;7;4;5;0;0;0;0;0;0
26.06.2024;23:15;A 96;1;0;100;0;100;2;49;0;100;0;100;3;6;6;6;0;0;0;0;0;0
26.06.2024;23:14;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;5;5;0;0;0;0;0;0
26.06.2024;23:13;A 96;1;0;100;0;100;1;76;0;100;0;100;2;2;5;7;0;0;0;0;0;0
26.06.2024;23:12;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;23:11;A 96;1;0;100;0;100;0;11;0;100;0;100;1;1;2;3;0;0;0;0;0;0
26.06.2024;23:10;A 96;1;0;100;0;100;2;54;0;100;0;100;2;2;4;4;0;0;0;0;0;0
26.06.2024;23:09;A 96;1;0;100;0;100;1;67;0;100;0;100;2;2;5;5;0;0;0;0;0;0
26.06.2024;23:08;A 96;1;0;100;0;100;1;18;0;100;0;100;2;2;0;0;0;0;0;0;0;0
26.06.2024;23:07;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
26.06.2024;23:06;A 96;1;0;100;0;100;0;0;0;100;0;100;4;5;2;2;0;0;0;0;0;0
26.06.2024;23:05;A 96;1;0;100;0;100;0;0;0;100;0;100;1;5;3;6;0;0;0;0;0;0
26.06.2024;23:04;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;2;0;0;0;0;3;10
26.06.2024;23:03;A 96;1;0;100;0;100;2;21;0;100;0;100;0;0;2;3;0;0;0;0;0;0
26.06.2024;23:02;A 96;1;0;100;0;100;1;40;0;100;0;100;0;0;0;0;1;2;1;2;0;0
26.06.2024;23:01;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;23:00;A 96;1;0;100;0;100;1;44;0;100;0;100;0;0;2;2;0;0;0;0;0;0
26.06.2024;22:59;A 96;1;0;100;0;100;1;1;0;100;0;100;2;3;0;0;0;0;0;0;0;0
26.06.2024;22:58;A 96;1;0;100;0;100;0;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;22:57;A 96;1;0;100;0;100;1;10;0;100;0;100;0;0;2;3;0;0;0;0;0;0
26.06.2024;22:56;A 96;1;0;100;0;100;1;54;0;100;0;100;2;3;0;0;0;0;0;0;0;0
26.06.2024;22:55;A 96;1;0;100;0;100;1;27;0;100;0;100;1;1;3;2;0;0;1;2;0;0
26.06.2024;22:54;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;5;7;0;0;0;0;0;0
26.06.2024;22:53;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
26.06.2024;22:52;A 96;1;0;100;0;100;1;46;0;100;0;100;3;4;2;2;0;0;0;0;0;0
26.06.2024;22:51;A 96;1;0;100;0;100;1;6;0;100;0;100;1;1;1;2;0;0;0;0;0;0
26.06.2024;22:50;A 96;1;0;100;0;100;1;59;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;22:49;A 96;1;0;100;0;100;1;16;0;100;0;100;1;2;2;3;0;0;0;0;0;0
26.06.2024;22:48;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;3;4;0;0;0;0;0;0
26.06.2024;22:47;A 96;1;0;100;0;100;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;22:46;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;2;2;0;0;0;0;0;0
26.06.2024;22:45;A 96;1;0;100;0;100;0;0;0;100;0;100;4;5;5;6;0;0;0;0;0;0
26.06.2024;22:44;A 96;1;0;100;0;100;1;53;0;100;0;100;1;2;0;0;0;0;0;0;0;0
26.06.2024;22:43;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;1;2;0;0;0;0;0;0
26.06.2024;22:42;A 96;1;0;100;0;100;1;21;0;100;0;100;1;1;1;2;0;0;0;0;0;0
26.06.2024;22:41;A 96;1;0;100;0;100;1;54;0;100;0;100;2;2;3;2;0;0;0;0;0;0
26.06.2024;22:40;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
26.06.2024;22:39;A 96;1;0;100;0;100;2;40;0;100;0;100;1;1;0;0;0;0;0;0;0;0
26.06.2024;22:38;A 96;1;0;100;0;100;1;47;0;100;0;100;2;2;3;3;0;0;0;0;0;0
26.06.2024;22:37;A 96;1;0;100;0;100;1;21;0;100;0;100;2;2;2;2;0;0;0;0;0;0
26.06.2024;22:36;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;4;4;0;0;0;0;0;0
26.06.2024;22:35;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;2;3;0;0;0;0;0;0
26.06.2024;22:34;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;1;1;0;0;0;0;0;0
26.06.2024;22:33;A 96;1;0;100;0;100;0;0;0;100;0;100;3;7;4;5;0;0;0;0;0;0
26.06.2024;22:32;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;2;2;0;0;0;0;0;0
26.06.2024;22:31;A 96;1;0;100;0;100;1;46;0;100;0;100;2;2;2;3;0;0;0;0;0;0
26.06.2024;22:30;A 96;1;0;100;0;100;1;4;0;100;0;100;1;2;1;1;0;0;0;0;0;0
26.06.2024;22:29;A 96;1;0;100;0;100;1;64;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;22:28;A 96;1;0;100;0;100;0;14;0;100;0;100;1;2;2;3;0;0;0;0;0;0
26.06.2024;22:27;A 96;1;0;100;0;100;1;20;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;22:26;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;2;3;0;0;0;0;0;0
26.06.2024;22:25;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;1;2;1;2;0;0
26.06.2024;22:24;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;3;4;0;0;0;0;2;4
26.06.2024;22:23;A 96;1;0;100;0;100;1;52;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;22:22;A 96;1;0;100;0;100;1;23;0;100;0;100;3;3;2;1;0;0;0;0;0;0
26.06.2024;22:21;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;4;7;0;0;0;0;0;0
26.06.2024;22:20;A 96;1;0;100;0;100;3;57;0;100;0;100;0;0;4;5;0;0;0;0;0;0
26.06.2024;22:19;A 96;1;0;100;0;100;1;4;0;100;0;100;1;1;4;5;0;0;0;0;0;0
26.06.2024;22:18;A 96;1;0;100;0;100;2;85;0;100;0;100;3;3;4;4;0;0;0;0;0;0
26.06.2024;22:17;A 96;1;0;100;0;100;1;63;0;100;0;100;3;5;8;14;0;0;0;0;0;0
26.06.2024;22:16;A 96;1;0;100;0;100;1;68;0;100;0;100;0;0;2;3;0;0;0;0;0;0
26.06.2024;22:15;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;2;3;0;0;0;0;0;0
26.06.2024;22:14;A 96;1;0;100;0;100;0;19;0;100;0;100;0;0;1;1;0;0;0;0;0;0
26.06.2024;22:13;A 96;1;0;100;0;100;1;19;0;100;0;100;0;0;3;3;0;0;0;0;0;0
26.06.2024;22:12;A 96;1;0;100;0;100;1;31;0;100;0;100;2;3;1;1;0;0;0;0;0;0
26.06.2024;22:11;A 96;1;0;100;0;100;1;29;0;100;0;100;1;2;1;1;0;0;0;0;1;1
26.06.2024;22:10;A 96;1;0;100;0;100;1;30;0;100;0;100;3;3;2;3;0;0;0;0;0;0
26.06.2024;22:09;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
26.06.2024;22:08;A 96;1;0;100;0;100;0;55;0;100;0;100;0;0;2;2;0;0;0;0;0;0
26.06.2024;22:07;A 96;1;0;100;0;100;1;4;0;100;0;100;1;2;1;2;0;0;0;0;0;0
26.06.2024;22:06;A 96;1;0;100;0;100;0;0;0;100;0;100;2;3;5;7;0;0;0;0;0;0
26.06.2024;22:05;A 96;1;0;100;0;100;1;39;0;100;0;100;3;4;3;3;0;0;0;0;0;0
26.06.2024;22:04;A 96;1;0;100;0;100;1;1;0;100;0;100;1;6;3;3;0;0;0;0;0;0
26.06.2024;22:03;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;2;3;0;0;0;0;0;0
26.06.2024;22:02;A 96;1;0;100;0;100;2;67;0;100;0;100;2;5;1;2;0;0;0;0;0;0
26.06.2024;22:01;A 96;1;0;100;0;100;0;0;0;100;0;100;3;4;1;1;0;0;0;0;0;0
26.06.2024;22:00;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
