Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B;D23Z;D23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;D83Z;D83B;V84Z;V84B;TF38Z;TF38B;TB38Z;TB38B;TF38aZ;TF38aB;TB38aZ;TB38aB;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB
03.11.2024;01:00;A 61;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:59;A 61;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:58;A 61;1;0;0;0;0;0;0;0;0;4;0;2;2;3;2;1;12;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:57;A 61;1;0;0;1;1;1;1;1;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:56;A 61;1;1;4;1;1;1;1;1;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:55;A 61;1;1;0;2;1;2;2;2;16;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:54;A 61;1;1;0;1;1;0;1;1;10;1;0;1;1;1;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:53;A 61;1;1;0;1;1;2;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:52;A 61;1;1;0;2;1;2;1;1;8;14;1;1;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:51;A 61;1;1;0;1;1;2;1;1;11;2;0;2;2;3;3;1;12;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:50;A 61;1;0;0;0;0;0;0;0;0;0;0;2;1;2;2;2;13;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:49;A 61;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:48;A 61;1;0;0;0;0;0;0;0;0;16;1;3;2;3;3;3;18;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:47;A 61;1;1;0;1;1;1;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:46;A 61;1;1;0;1;1;1;1;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2024;00:45;A 61;1;3;1;3;2;2;2;2;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
