Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D43Z;D43B;V14Z;V14B;V15Z;V15B;V16Z;V16B;V34Z;V34B;V35Z;V35B;V36Z;V36B;T35Z;T35B;T36Z;T36B;T41Z;T41B;T42Z;T42B;V53_A4/M4_1132Z;V53_A4/M4_1132B;V53_A4/M5_entfXZ;V53_A4/M5_entfXB;H53_M1_1133Z;H53_M1_1133B;A53_M2_1134Z;A53_M2_1134B;V57_A7/M5_770Z;V57_A7/M5_770B;H57_M3_1128Z;H57_M3_1128B;A57_M4_1129Z;A57_M4_1129B;FWZ;FWB;V10Z;V10B
01.01.2024;01:00;A  3;1;0;0;0;0;0;43;2;21;1;2;1;58;1;26;1;31;0;0;1;3;1;4;0;0;1;3;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;45
01.01.2024;00:59;A  3;1;0;0;2;2;1;65;0;0;1;0;0;100;0;0;1;1;0;0;0;0;1;2;0;0;1;1;0;0;3;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33
01.01.2024;00:58;A  3;1;0;0;1;1;0;0;0;0;1;1;1;4;1;1;0;14;0;0;0;0;2;7;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:57;A  3;1;0;0;0;0;0;0;1;2;0;0;1;77;0;0;2;63;0;1;0;0;1;3;0;0;1;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
01.01.2024;00:56;A  3;1;1;1;0;0;0;0;0;0;2;2;1;44;0;0;2;47;1;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;6;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:55;A  3;1;0;0;0;0;0;0;0;0;2;3;1;40;1;75;2;9;0;0;1;2;2;4;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:54;A  3;1;0;0;1;68;1;69;0;0;2;1;1;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:53;A  3;1;0;0;1;43;1;49;0;0;1;2;1;32;0;0;0;18;1;16;1;2;1;6;0;0;0;0;0;0;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:52;A  3;1;0;24;0;0;0;0;1;6;2;2;1;3;1;1;2;58;1;1;0;0;0;0;1;3;1;2;0;0;0;0;1;10;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;1;7
01.01.2024;00:51;A  3;1;1;94;0;0;0;0;0;0;0;0;1;92;0;0;1;24;0;0;2;3;2;10;0;100;0;0;1;1;0;0;1;2;2;6;1;2;0;0;0;0;0;0;0;0;1;2;0;0;1;2;1;2;0;0;1;2;1;2;0;0;0;0
01.01.2024;00:50;A  3;1;1;18;0;0;0;0;2;6;1;1;0;0;2;2;1;1;0;0;0;0;2;6;1;41;2;4;1;2;0;0;2;7;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;19
