Datum;Uhrzeit;Bezeichnung;Intervall;ReserveZ;ReserveB;V12Z;V12B;V21Z;V21B;V22Z;V22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;D32Z;D32B;AF_T1_T2Z;AF_T1_T2B;AF_T3_T4Z;AF_T3_T4B;AF_BS_32Z;AF_BS_32B;AF_BS_35Z;AF_BS_35B;AF_BS_38Z;AF_BS_38B;AF_BS_41Z;AF_BS_41B
01.01.2024;01:00;A 28;1;0;0;0;0;0;0;6;9;1;22;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:59;A 28;1;0;0;1;3;0;0;3;4;2;28;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:58;A 28;1;0;0;0;0;0;0;2;4;1;1;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:57;A 28;1;0;0;0;0;0;0;3;15;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:56;A 28;1;0;0;1;30;0;0;3;41;1;2;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:55;A 28;1;0;0;1;40;0;0;4;65;1;1;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:54;A 28;1;0;0;0;0;0;0;5;26;2;2;2;5;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:53;A 28;1;0;0;0;0;0;0;5;8;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:52;A 28;1;0;0;0;0;0;0;1;4;1;1;2;3;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:51;A 28;1;0;0;0;0;0;0;2;46;2;2;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:50;A 28;1;0;0;1;1;0;0;3;5;1;11;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0
