Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;T1_2Z;T1_2B
01.01.2024;01:00;A 96;1;0;100;0;100;0;100;0;100;0;100;1;1;1;1;0;0;0;0;0;0
01.01.2024;00:59;A 96;1;0;100;0;100;0;100;0;100;0;100;1;2;1;1;1;1;0;0;0;0
01.01.2024;00:58;A 96;1;0;100;0;100;0;100;0;100;0;100;0;0;1;1;0;0;0;0;0;0
01.01.2024;00:57;A 96;1;0;100;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:56;A 96;1;0;100;0;100;0;100;0;100;0;100;2;2;0;0;0;0;0;0;0;0
01.01.2024;00:55;A 96;1;0;100;0;100;0;100;0;100;0;100;1;1;2;2;0;0;0;0;0;0
01.01.2024;00:54;A 96;1;0;100;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:53;A 96;1;0;100;0;100;0;100;0;100;0;100;2;2;3;4;0;0;0;0;0;0
01.01.2024;00:52;A 96;1;0;100;0;100;0;100;0;100;0;100;1;1;1;1;0;0;0;0;0;0
01.01.2024;00:51;A 96;1;0;100;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:50;A 96;1;0;100;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0;0;0
