Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
09.02.2024;01:00;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:59;A 70;1;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:58;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:57;A 70;1;0;0;1;56;0;26;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:56;A 70;1;0;0;1;16;1;14;0;0;0;0;0;0;0;41;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:55;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;1;24;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:54;A 70;1;0;0;1;68;0;0;0;0;2;1;0;0;0;2;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:53;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:52;A 70;1;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:51;A 70;1;1;51;0;0;0;0;1;1;0;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:50;A 70;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:49;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:48;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:47;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;50;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:46;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:45;A 70;1;0;0;0;20;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:44;A 70;1;0;0;1;28;1;12;0;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:43;A 70;1;0;0;1;1;1;45;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:42;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;9;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:41;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;1;59;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:40;A 70;1;0;0;0;0;0;0;2;2;3;2;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:39;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:38;A 70;1;0;0;1;29;0;30;1;1;1;1;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:37;A 70;1;0;0;1;42;1;44;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:36;A 70;1;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
09.02.2024;00:35;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:34;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;1;68;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:33;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:32;A 70;1;0;30;0;0;0;29;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:31;A 70;1;1;13;0;0;2;35;1;2;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
09.02.2024;00:30;A 70;1;0;0;1;2;2;71;2;4;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
