Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V52Z;V52B;V111Z;V111B;V112Z;V112B;V351Z;V351B;TF35aZ;TF35aB;TF35bZ;TF35bB;TBS35aZ;TBS35aB;TBS35bZ;TBS35bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB
20.12.2024;23:36;A 48;1;0;3;1;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:35;A 48;1;1;0;2;2;3;3;4;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:34;A 48;1;2;3;1;4;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:33;A 48;1;4;8;3;3;5;4;4;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:32;A 48;1;5;7;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:31;A 48;1;2;6;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:30;A 48;1;3;8;0;0;4;3;6;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:29;A 48;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:28;A 48;1;3;9;6;20;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:27;A 48;1;0;3;2;6;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:26;A 48;1;1;0;2;1;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:25;A 48;1;3;6;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:24;A 48;1;1;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:23;A 48;1;1;3;0;0;5;5;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:22;A 48;1;1;2;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:21;A 48;1;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:20;A 48;1;5;9;2;2;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:19;A 48;1;5;15;2;1;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:18;A 48;1;2;4;0;0;5;4;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:17;A 48;1;3;16;2;2;4;2;4;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:16;A 48;1;0;0;0;0;0;0;8;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:15;A 48;1;6;16;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:14;A 48;1;1;2;0;0;2;1;8;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:13;A 48;1;2;6;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:12;A 48;1;2;7;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:11;A 48;1;0;0;1;3;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:10;A 48;1;6;14;1;1;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:09;A 48;1;1;7;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:08;A 48;1;4;5;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:07;A 48;1;2;7;1;1;3;3;6;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:06;A 48;1;0;0;0;0;7;8;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:05;A 48;1;7;18;2;1;4;4;4;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:04;A 48;1;3;8;2;3;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:03;A 48;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:02;A 48;1;2;2;1;2;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:01;A 48;1;2;5;2;2;2;1;4;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;23:00;A 48;1;6;11;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:59;A 48;1;1;2;0;0;2;2;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:58;A 48;1;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:57;A 48;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:56;A 48;1;2;4;6;7;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:55;A 48;1;1;14;1;35;0;0;4;6;1;11;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:54;A 48;1;2;5;0;0;3;4;2;2;0;0;0;0;0;0;0;0;1;1;0;100;0;100;0;100
20.12.2024;22:53;A 48;1;3;4;0;0;6;5;14;13;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:52;A 48;1;1;3;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:51;A 48;1;1;1;3;3;2;2;4;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:50;A 48;1;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:49;A 48;1;1;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:48;A 48;1;1;4;0;0;3;1;2;3;0;2;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:47;A 48;1;3;11;1;0;0;0;1;1;1;10;1;1;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:46;A 48;1;3;6;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:45;A 48;1;1;5;0;0;4;4;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:44;A 48;1;2;2;2;2;2;2;6;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:43;A 48;1;3;6;5;4;6;5;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:42;A 48;1;0;0;0;0;3;2;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:41;A 48;1;3;5;1;5;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:40;A 48;1;0;0;1;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:39;A 48;1;1;5;3;8;1;0;2;1;1;8;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:38;A 48;1;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:37;A 48;1;2;10;2;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:36;A 48;1;1;3;0;0;9;8;8;10;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:35;A 48;1;4;10;0;0;2;1;7;3;0;8;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:34;A 48;1;5;19;1;0;4;6;2;2;1;2;0;0;1;1;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:33;A 48;1;3;5;4;4;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:32;A 48;1;2;9;0;0;5;5;9;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:31;A 48;1;2;7;3;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:30;A 48;1;0;0;1;2;2;2;3;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:29;A 48;1;1;5;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:28;A 48;1;0;0;0;0;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:27;A 48;1;2;6;2;2;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:26;A 48;1;4;11;4;4;2;2;5;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:25;A 48;1;2;5;1;8;7;5;3;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:24;A 48;1;0;0;1;1;4;4;5;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:23;A 48;1;0;0;2;2;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:22;A 48;1;9;14;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:21;A 48;1;2;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:20;A 48;1;6;14;1;0;2;2;9;11;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:19;A 48;1;1;2;2;6;6;7;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:18;A 48;1;3;8;2;6;2;2;8;8;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:17;A 48;1;3;11;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:16;A 48;1;6;15;1;0;6;5;11;11;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:15;A 48;1;3;8;3;4;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:14;A 48;1;2;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:13;A 48;1;2;6;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:12;A 48;1;4;16;1;4;4;4;5;8;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:11;A 48;1;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:10;A 48;1;3;15;4;3;8;8;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:09;A 48;1;0;0;3;8;0;0;7;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:08;A 48;1;0;0;1;3;4;4;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:07;A 48;1;1;3;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:06;A 48;1;2;6;1;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:05;A 48;1;2;8;2;2;5;7;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:04;A 48;1;1;4;2;3;6;11;5;12;1;11;0;0;1;1;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:03;A 48;1;2;2;3;5;10;9;4;22;0;0;1;1;1;1;0;0;1;1;0;100;0;100;0;100
20.12.2024;22:02;A 48;1;1;2;1;3;5;12;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:01;A 48;1;2;4;0;0;3;2;4;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;22:00;A 48;1;1;9;0;0;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:59;A 48;1;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:58;A 48;1;1;7;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:57;A 48;1;4;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:56;A 48;1;2;9;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:55;A 48;1;2;7;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:54;A 48;1;1;2;6;12;7;10;2;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:53;A 48;1;3;6;1;0;3;3;3;4;1;17;0;0;0;0;0;0;3;5;0;100;0;100;0;100
20.12.2024;21:52;A 48;1;1;3;0;0;6;6;6;5;1;3;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:51;A 48;1;2;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:50;A 48;1;1;3;1;5;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:49;A 48;1;3;13;2;2;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:48;A 48;1;2;19;4;6;8;8;0;0;1;7;0;0;1;1;0;0;4;6;0;100;0;100;0;100
20.12.2024;21:47;A 48;1;4;8;2;3;6;5;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:46;A 48;1;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:45;A 48;1;2;4;4;7;2;2;5;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:44;A 48;1;3;12;2;2;0;0;5;3;1;3;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:43;A 48;1;1;3;4;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:42;A 48;1;1;7;4;4;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:41;A 48;1;3;11;0;0;2;1;8;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:40;A 48;1;3;10;0;0;4;3;3;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:39;A 48;1;0;0;1;3;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:38;A 48;1;1;3;1;5;5;3;3;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:37;A 48;1;4;10;0;0;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:36;A 48;1;2;8;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:35;A 48;1;3;9;4;6;2;1;4;3;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:34;A 48;1;5;12;3;7;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:33;A 48;1;2;4;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:32;A 48;1;0;0;2;1;4;4;5;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
20.12.2024;21:31;A 48;1;1;5;1;5;6;6;4;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
