Datum;Uhrzeit;Bezeichnung;Intervall;TF41_AFZ;TF41_AFB;TB41_AFZ;TB41_AFB;TF41a_AFZ;TF41a_AFB;TB41a_AFZ;TB41a_AFB
17.04.2024;01:32;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:31;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:30;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:29;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:28;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:27;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:13;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:12;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:11;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;01:10;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;00:21;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;00:20;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;00:19;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;00:18;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;00:06;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;19:15;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;19:14;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;19:13;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;19:12;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;19:11;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;19:10;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;19:08;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;18:14;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;18:13;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;18:12;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;18:11;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;17:56;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;16:02;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;15:47;A 44;1;0;0;1;2;0;0;0;0
16.04.2024;15:25;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;15:24;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;15:23;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;15:22;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;15:21;A 44;1;0;0;0;0;0;0;0;0
16.04.2024;15:20;A 44;1;0;0;0;0;0;0;0;0
