Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D21Z;D21B;V22Z;V22B;D31Z;D31B;V32Z;V32B;V33Z;V33B;D41Z;D41B;V42Z;V42B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D121Z;D121B;D122Z;D122B;V123Z;V123B;V124Z;V124B;TF30Z;TF30B;TB30Z;TB30B;TF31Z;TF31B;TB31Z;TB31B;TF32Z;TF32B;TB32Z;TB32B;TF33Z;TF33B;TB33Z;TB33B;TF34Z;TF34B;TB34Z;TB34B;TF35Z;TF35B;TB35Z;TB35B;TF38Z;TF38B;TB38Z;TB38B;TF39Z;TF39B;TB39Z;TB39B;TF41Z;TF41B;TB41Z;TB41B;TF42Z;TF42B;TB42Z;TB42B;V221Z;V221B;V222Z;V222B;TF311Z;TF311B;TB311Z;TB311B;ST51Z;ST51B;ST55Z;ST55B;LUeVerF2_A80Z;LUeVerF2_A80B
22.09.2024;02:00;A  8;1;0;0;0;0;0;0;0;19;0;0;0;0;227;57;1;10;91;15;0;0;1;8;0;0;1;1;0;0;1;9;0;0;0;0;1;37;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:58;A  8;1;0;0;0;0;0;0;0;0;0;0;0;0;215;64;0;0;140;24;0;0;0;0;0;0;0;0;3;4;0;0;1;28;0;0;0;0;0;0;0;0;2;31;1;33;1;10;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:57;A  8;1;0;0;0;0;0;0;0;0;0;0;0;0;218;62;0;0;103;20;0;0;1;10;0;0;0;0;1;0;1;2;1;18;1;2;1;0;1;0;1;1;1;0;1;1;1;3;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:56;A  8;1;11;4;1;1;7;5;1;79;2;9;1;4;208;62;0;0;191;38;0;0;0;0;0;0;1;1;3;3;1;7;1;2;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:55;A  8;1;1;1;1;1;2;1;2;63;1;66;1;68;222;44;0;0;176;35;0;0;0;0;0;0;1;0;7;2;1;4;0;0;0;0;0;0;0;0;1;1;1;69;0;0;1;5;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:54;A  8;1;1;1;0;0;0;0;1;55;3;58;3;54;220;46;0;0;155;30;0;0;0;0;0;0;0;0;1;1;0;0;1;9;0;0;0;0;0;0;0;0;1;10;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:53;A  8;1;4;1;1;0;1;0;1;0;1;2;0;0;199;53;3;9;140;29;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;27;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:52;A  8;1;0;0;0;0;0;0;0;63;0;0;0;0;3;81;0;84;2;92;0;89;0;93;0;0;0;0;0;0;0;0;0;0;0;0;1;97;0;0;0;100;1;5;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:51;A  8;1;1;0;0;0;0;0;1;38;1;5;1;7;25;46;1;49;18;82;1;38;2;81;1;12;2;2;1;0;3;17;0;0;0;0;1;32;0;0;2;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.09.2024;01:50;A  8;1;0;0;0;0;0;0;1;64;0;65;0;65;8;38;2;21;1;96;0;0;2;42;0;0;1;1;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
