Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB;IR51Z;IR51B;IR111Z;IR111B
20.01.2024;01:00;A169;1;3;13;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:59;A169;1;4;8;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:58;A169;1;3;10;2;3;0;0;0;0;0;0;0;0
20.01.2024;00:57;A169;1;1;1;1;1;0;0;0;0;0;0;0;0
20.01.2024;00:56;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:55;A169;1;0;0;1;1;0;0;0;0;0;0;0;0
20.01.2024;00:54;A169;1;2;7;1;5;0;0;0;0;0;0;0;0
20.01.2024;00:53;A169;1;2;4;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:52;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:51;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:50;A169;1;1;3;2;4;0;0;0;0;0;0;0;0
20.01.2024;00:49;A169;1;0;0;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:48;A169;1;3;10;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:47;A169;1;1;1;2;7;0;0;0;0;0;0;0;0
20.01.2024;00:46;A169;1;1;1;2;5;0;0;0;0;0;0;0;0
20.01.2024;00:45;A169;1;3;7;1;5;0;0;0;0;0;0;0;0
20.01.2024;00:44;A169;1;1;3;2;4;0;0;0;0;0;0;0;0
20.01.2024;00:43;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:42;A169;1;2;8;2;4;0;0;0;0;0;0;0;0
20.01.2024;00:41;A169;1;2;9;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:40;A169;1;2;3;2;5;0;0;0;0;0;0;0;0
20.01.2024;00:39;A169;1;1;2;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:38;A169;1;6;16;2;8;0;0;0;0;0;0;0;0
20.01.2024;00:37;A169;1;0;0;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:36;A169;1;3;9;1;3;0;0;0;0;0;0;0;0
20.01.2024;00:35;A169;1;4;8;3;15;0;0;0;0;0;0;0;0
20.01.2024;00:34;A169;1;2;8;3;9;0;0;0;0;0;0;0;0
20.01.2024;00:33;A169;1;1;7;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:32;A169;1;0;0;3;8;0;0;0;0;0;0;0;0
20.01.2024;00:31;A169;1;2;5;3;11;0;0;0;0;0;0;0;0
20.01.2024;00:30;A169;1;1;3;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:29;A169;1;2;8;2;5;0;0;0;0;0;0;0;0
20.01.2024;00:28;A169;1;4;13;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:27;A169;1;1;3;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:26;A169;1;6;22;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:25;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:24;A169;1;2;4;4;14;0;0;0;0;0;0;0;0
20.01.2024;00:23;A169;1;0;0;1;6;0;0;0;0;0;0;0;0
20.01.2024;00:22;A169;1;0;0;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:21;A169;1;1;3;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:20;A169;1;2;6;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:19;A169;1;1;3;2;7;0;0;0;0;0;0;0;0
20.01.2024;00:18;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:17;A169;1;1;6;2;8;0;0;0;0;0;0;0;0
20.01.2024;00:16;A169;1;0;0;2;6;0;0;0;0;0;0;0;0
20.01.2024;00:15;A169;1;3;12;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:14;A169;1;5;18;3;9;0;0;0;0;0;0;0;0
20.01.2024;00:13;A169;1;5;11;5;16;0;0;0;0;0;0;0;0
20.01.2024;00:12;A169;1;1;6;1;1;0;0;0;0;0;0;0;0
20.01.2024;00:11;A169;1;1;9;2;4;0;0;0;0;0;0;0;0
20.01.2024;00:10;A169;1;3;14;2;4;0;0;0;0;0;0;0;0
20.01.2024;00:09;A169;1;3;12;2;7;0;0;0;0;0;0;0;0
20.01.2024;00:08;A169;1;2;8;0;0;0;0;0;0;0;0;0;0
20.01.2024;00:07;A169;1;4;11;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:06;A169;1;1;2;1;2;0;0;0;0;0;0;0;0
20.01.2024;00:05;A169;1;3;14;2;10;0;0;0;0;0;0;0;0
20.01.2024;00:04;A169;1;2;8;1;6;0;0;0;0;0;0;0;0
20.01.2024;00:03;A169;1;1;2;2;3;0;0;0;0;0;0;0;0
20.01.2024;00:02;A169;1;2;3;3;9;0;0;0;0;0;0;0;0
20.01.2024;00:01;A169;1;1;2;3;5;0;0;0;0;0;0;0;0
20.01.2024;00:00;A169;1;1;6;1;2;0;0;0;0;0;0;0;0
19.01.2024;23:59;A169;1;2;5;1;6;0;0;0;0;0;0;0;0
19.01.2024;23:58;A169;1;3;16;1;7;0;0;0;0;0;0;0;0
19.01.2024;23:57;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2024;23:56;A169;1;1;1;2;3;0;0;0;0;0;0;0;0
19.01.2024;23:55;A169;1;5;13;2;4;0;0;0;0;0;0;0;0
19.01.2024;23:54;A169;1;3;7;2;4;0;0;0;0;0;0;0;0
19.01.2024;23:53;A169;1;2;7;3;11;0;0;0;0;0;0;0;0
19.01.2024;23:52;A169;1;3;11;3;5;0;0;0;0;0;0;0;0
19.01.2024;23:51;A169;1;3;12;2;4;0;0;0;0;0;0;0;0
19.01.2024;23:50;A169;1;1;5;1;4;0;0;0;0;0;0;0;0
19.01.2024;23:49;A169;1;3;8;2;4;0;0;0;0;0;0;0;0
19.01.2024;23:48;A169;1;1;1;2;4;0;0;0;0;0;0;0;0
19.01.2024;23:47;A169;1;1;6;0;0;0;0;0;0;0;0;0;0
19.01.2024;23:46;A169;1;1;8;3;11;0;0;0;0;0;0;0;0
19.01.2024;23:45;A169;1;5;15;4;11;0;0;0;0;0;0;0;0
19.01.2024;23:44;A169;1;3;6;3;14;0;0;0;0;0;0;0;0
19.01.2024;23:43;A169;1;1;6;2;2;0;0;0;0;0;0;0;0
19.01.2024;23:42;A169;1;3;9;3;10;0;0;0;0;0;0;0;0
19.01.2024;23:41;A169;1;3;14;2;7;0;0;0;0;0;0;0;0
19.01.2024;23:40;A169;1;2;5;3;9;0;0;0;0;0;0;0;0
19.01.2024;23:39;A169;1;2;8;1;4;0;0;0;0;0;0;0;0
19.01.2024;23:38;A169;1;4;11;2;7;0;0;0;0;0;0;0;0
19.01.2024;23:37;A169;1;4;23;2;12;0;0;0;0;0;0;0;0
19.01.2024;23:36;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2024;23:35;A169;1;1;4;2;13;0;0;0;0;0;0;0;0
19.01.2024;23:34;A169;1;2;6;2;5;0;0;0;0;0;0;0;0
19.01.2024;23:33;A169;1;3;10;1;4;0;0;0;0;0;0;0;0
19.01.2024;23:32;A169;1;3;22;3;9;0;0;0;0;0;0;0;0
19.01.2024;23:31;A169;1;1;4;3;12;0;0;0;0;0;0;0;0
19.01.2024;23:30;A169;1;2;7;1;3;0;0;0;0;0;0;0;0
19.01.2024;23:29;A169;1;1;2;4;7;0;0;0;0;0;0;0;0
19.01.2024;23:28;A169;1;4;14;1;3;0;0;0;0;0;0;0;0
19.01.2024;23:27;A169;1;6;22;4;18;0;0;0;0;0;0;0;0
19.01.2024;23:26;A169;1;4;9;6;21;0;0;0;0;0;0;0;0
19.01.2024;23:25;A169;1;1;3;0;0;0;0;0;0;0;0;0;0
19.01.2024;23:24;A169;1;1;14;1;4;0;0;0;0;0;0;0;0
19.01.2024;23:23;A169;1;2;10;3;19;0;0;0;0;0;0;0;0
19.01.2024;23:22;A169;1;2;11;2;5;0;0;0;0;0;0;0;0
19.01.2024;23:21;A169;1;3;17;3;8;0;0;0;0;0;0;0;0
19.01.2024;23:20;A169;1;2;4;1;8;0;0;0;0;0;0;0;0
