Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B;D23Z;D23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;D83Z;D83B;V84Z;V84B;TF38Z;TF38B;TB38Z;TB38B;TF38aZ;TF38aB;TB38aZ;TB38aB;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB
12.10.2024;02:00;A 61;1;1;0;1;1;1;1;1;7;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:59;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:58;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:57;A 61;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:56;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:55;A 61;1;2;1;2;2;2;2;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:54;A 61;1;1;0;1;1;1;1;2;5;0;0;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:53;A 61;1;1;0;1;0;1;1;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:52;A 61;1;0;0;0;0;1;1;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:51;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:50;A 61;1;1;1;1;1;1;1;2;5;0;0;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:49;A 61;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:48;A 61;1;0;0;2;1;2;1;2;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:47;A 61;1;0;0;1;0;1;0;1;6;1;0;1;0;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:46;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2024;01:45;A 61;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
